id;token;pred_tag;true_tag
0;se;O;O
0;necessário;O;O
0;,;O;O
0;pode;O;O
0;ajudar;O;O
0;a;O;O
0;controlar;O;O
0;o;O;O
0;diabetes;B-Complication;O
0;.;O;O
1;O;O;O
1;tipo;O;O
1;de;O;O
1;efeito;O;O
1;colateral;O;O
1;varia;O;O
1;com;O;O
1;o;O;O
1;medicamento;O;O
1;em;O;O
1;uso;O;O
1;.;O;O
1;Por;O;O
1;exemplo;O;O
1;,;O;O
1;os;O;O
1;remédios;O;O
1;que;O;O
1;aumentam;O;O
1;a;O;O
1;liberação;O;O
1;de;O;O
1;insulina;O;O
1;podem;O;O
1;provocar;O;O
1;quadros;O;O
1;de;O;O
1;hipoglicemia;B-Complication;B-Complication
1;caso;O;O
1;a;O;O
1;dose;O;O
1;não;O;O
1;esteja;O;O
1;bem;O;O
1;ajustada;O;O
1;.;O;O
1;No;O;O
1;caso;O;O
1;do;O;O
1;Trulicity;O;B-Medication
1;(;O;O
1;Dulaglutida;O;I-Medication
1;);O;O
1;os;O;O
1;efeitos;O;O
1;colaterais;O;O
1;podem;O;O
1;se;O;O
1;apresentar;O;O
1;como;O;O
1;reações;B-Complication;O
1;locais;I-Complication;O
1;no;O;O
1;lugar;O;O
1;da;O;O
1;aplicação;O;O
1;do;O;O
1;remédio;O;O
1;,;O;O
1;enjoos;O;B-Symptom
1;,;O;O
1;náuseas;O;I-Symptom
1;,;O;O
1;dentre;O;O
1;outros;O;O
1;.;O;O
1;É;O;O
1;muito;O;O
1;importante;O;O
1;relatar;O;O
1;qualquer;O;O
1;efeito;O;O
1;que;O;O
1;apareça;O;O
1;ao;O;O
1;seu;O;O
1;médico;O;O
1;,;O;O
1;para;O;O
1;,;O;O
1;se;O;O
1;necessário;O;O
1;,;O;O
1;ajustar;O;O
1;o;O;O
1;medicamento;O;O
1;.;O;O
2;A;O;O
2;maioria;O;O
2;das;O;O
2;pessoas;O;O
2;com;O;O
2;diabetes;B-Complication;B-Complication
2;bem;O;O
2;controlado;O;O
2;e;O;O
2;que;O;O
2;não;O;O
2;tomam;O;O
2;nenhum;O;O
2;medicamento;O;O
2;precisa;O;O
2;verificar;O;O
2;o;O;O
2;açúcar;B-GlucoseValue;B-GlucoseValue
2;no;I-GlucoseValue;I-GlucoseValue
2;sangue;I-GlucoseValue;I-GlucoseValue
2;apenas;O;O
2;duas;O;B-Set
2;a;O;I-Set
2;três;O;I-Set
2;vezes;O;I-Set
2;por;O;I-Set
2;semana;O;I-Set
2;.;O;O
2;O;O;O
2;monitoramento;B-Symptom;O
2;de;I-Symptom;O
2;2;I-Symptom;B-Set
2;a;O;I-Set
2;4;O;I-Set
2;vezes;O;I-Set
2;por;O;I-Set
2;dia;O;I-Set
2;é;O;O
2;necessário;O;O
2;para;O;O
2;a;O;O
2;maioria;O;O
2;dos;O;O
2;indivíduos;O;O
2;com;O;O
2;diabetes;B-Complication;B-Complication
2;,;O;O
2;a;O;O
2;fim;O;O
2;de;O;O
2;acompanhar;O;O
2;as;O;O
2;alterações;O;O
2;que;O;O
2;possam;O;O
2;ocorrer;O;O
2;.;O;O
2;Pessoas;O;O
2;com;O;O
2;diabetes;B-Complication;I-Complication
2;que;O;O
2;estão;O;O
2;doentes;O;O
2;,;O;O
2;com;O;O
2;mais;O;O
2;de;O;O
2;duas;O;O
2;doses;O;O
2;de;O;O
2;insulina;O;O
2;por;O;O
2;dia;O;O
2;ou;O;O
2;grávidas;O;O
2;podem;O;O
2;precisar;O;O
2;verificar;O;B-Test
2;a;O;I-Test
2;glicose;O;I-Test
2;com;O;O
2;mais;O;O
2;frequência;O;O
2;.;O;O
2;Os;O;O
2;melhores;O;O
2;horários;O;O
2;para;O;O
2;fazer;O;O
2;isso;O;O
2;são;O;O
2;antes;O;B-Time
2;do;O;I-Time
2;café;O;I-Time
2;da;O;I-Time
2;manhã;O;I-Time
2;,;O;I-Time
2;almoço;O;I-Time
2;e;O;I-Time
2;jantar;O;I-Time
2;,;O;O
2;na;O;B-Time
2;hora;O;I-Time
2;de;O;I-Time
2;dormir;O;I-Time
2;e;O;O
2;1;O;B-Time
2;a;O;I-Time
2;2;O;I-Time
2;horas;O;I-Time
2;após;O;I-Time
2;as;O;I-Time
2;refeições;O;I-Time
2;.;O;O
2;Aprenda;B-Complication;O
2;mais;O;O
2;sobre;O;O
2;como;O;O
2;monitorar;O;O
2;sua;O;O
2;glicose;O;O
2;.;O;O
3;A;O;O
3;abóbora;O;B-Food
3;é;O;O
3;uma;O;O
3;boa;O;O
3;opção;O;O
3;de;O;O
3;carboidrato;O;I-Food
3;para;O;O
3;pessoas;O;O
3;com;O;O
3;diabetes;B-Complication;B-Complication
3;,;O;O
3;pois;O;O
3;tem;O;O
3;um;O;O
3;índice;B-GlucoseValue;B-GlucoseValue
3;glicêmico;I-GlucoseValue;I-GlucoseValue
3;mais;O;O
3;baixo;O;O
3;(;O;O
3;carboidratos;O;B-Food
3;são;O;O
3;absorvidos;O;O
3;mais;O;O
3;lentamente;O;O
3;);O;O
3;do;O;O
3;que;O;O
3;alimentos;O;O
3;como;O;O
3;arroz;O;B-Food
3;branco;O;I-Food
3;,;O;O
3;macarrão;O;B-Food
3;e;O;O
3;batata;O;B-Food
3;inglesa;O;I-Food
3;.;O;O
3;É;O;O
3;importante;O;O
3;lembrar;O;O
3;que;O;O
3;tudo;O;O
3;em;O;O
3;excesso;O;O
3;faz;O;O
3;mal;O;O
3;e;O;O
3;,;O;O
3;mais;O;O
3;importante;O;O
3;que;O;O
3;comer;O;O
3;ou;O;O
3;não;O;O
3;determinado;O;O
3;alimento;O;O
3;,;O;O
3;é;O;O
3;ter;O;O
3;uma;O;O
3;dieta;B-NonMedicalTreatment;B-NonMedicalTreatment
3;balanceada;I-NonMedicalTreatment;I-NonMedicalTreatment
3;com;O;O
3;os;O;O
3;nutrientes;O;B-Food
3;e;O;O
3;calorias;O;I-Food
3;adequadas;O;O
3;para;O;O
3;cada;O;O
3;pessoa;O;O
3;.;O;O
3;Por;O;O
3;isso;O;O
3;,;O;O
3;é;O;O
3;importante;O;O
3;se;O;O
3;consultar;O;O
3;com;O;O
3;um;O;O
3;nutricionista;O;O
3;(;O;O
3;que;O;O
3;estão;O;O
3;disponíveis;O;O
3;gratuitamente;O;O
3;no;O;O
3;SUS;O;O
3;);O;O
3;que;O;O
3;poderá;O;O
3;montar;O;O
3;uma;O;O
3;dieta;O;O
3;que;O;O
3;seja;O;O
3;ideal;O;O
3;para;O;O
3;você;O;O
3;.;O;O
4;Todo;O;O
4;remédio;O;O
4;pode;O;O
4;causar;O;O
4;efeito;O;O
4;colateral;O;O
4;.;O;O
4;No;O;O
4;entanto;O;O
4;,;O;O
4;se;O;O
4;sua;O;O
4;médica;O;O
4;receitou;O;O
4;,;O;O
4;é;O;O
4;indicado;O;O
4;que;O;O
4;você;O;O
4;tome;O;O
4;essa;O;O
4;medicação;O;O
4;.;O;O
4;Se;O;O
4;você;O;O
4;começar;O;O
4;a;O;O
4;ter;O;O
4;efeitos;O;O
4;colaterais;O;O
4;(;O;O
4;constipação;O;B-Symptom
4;,;O;O
4;boca;B-Symptom;B-Symptom
4;seca;I-Symptom;I-Symptom
4;e;O;O
4;insônia;O;B-Symptom
4;,;O;O
4;palpitações;O;I-Symptom
4;,;O;O
4;náuseas;O;I-Symptom
4;,;O;O
4;dor;B-Symptom;B-Symptom
4;de;I-Symptom;I-Symptom
4;cabeça;I-Symptom;I-Symptom
4;,;O;O
4;ansiedade;O;B-Symptom
4;,;O;O
4;etc;O;O
4;);O;O
4;,;O;O
4;converse;O;O
4;com;O;O
4;a;O;O
4;médica;O;O
4;imediatamente;O;O
4;!;O;O
5;A;O;O
5;Stevia;O;B-Food
5;é;O;O
5;um;O;O
5;adoçante;O;I-Food
5;que;O;O
5;não;O;O
5;possui;B-Food;O
5;carboidratos;I-Food;I-Food
5;(;O;O
5;açúcares;O;I-Food
5;);O;O
5;em;O;O
5;sua;O;O
5;composição;O;O
5;.;O;O
5;Por;O;O
5;esse;O;O
5;motivo;O;O
5;,;O;O
5;o;O;O
5;seu;O;O
5;consumo;O;O
5;não;O;O
5;aumenta;O;O
5;a;O;O
5;concentração;B-GlucoseValue;B-GlucoseValue
5;de;I-GlucoseValue;I-GlucoseValue
5;açúcar;I-GlucoseValue;I-GlucoseValue
5;no;I-GlucoseValue;I-GlucoseValue
5;sangue;I-GlucoseValue;I-GlucoseValue
5;.;O;O
5;De;O;O
5;qualquer;O;O
5;maneira;O;O
5;,;O;O
5;deve;O;O
5;ser;O;O
5;utilizada;O;O
5;com;O;O
5;moderação;O;O
5;.;O;O
6;Alterações;O;B-Symptom
6;na;O;I-Symptom
6;visão;O;I-Symptom
6;podem;O;O
6;inúmeras;O;O
6;causas;O;O
6;,;O;O
6;sendo;O;O
6;uma;O;O
6;delas;B-Complication;O
6;o;I-Complication;O
6;diabetes;I-Complication;B-Complication
6;mal;O;O
6;controlado;O;O
6;.;O;O
6;Todo;O;O
6;paciente;O;O
6;diabético;O;O
6;precisa;O;O
6;passar;O;O
6;em;O;O
6;uma;O;O
6;consulta;O;O
6;com;O;O
6;o;O;O
6;oftalmologista;O;O
6;(;O;O
6;médico;O;O
6;do;O;O
6;olho;O;O
6;);O;O
6;.;O;O
6;Portanto;O;O
6;,;O;O
6;é;O;O
6;indicado;O;O
6;que;O;O
6;você;O;O
6;procure;O;O
6;o;O;O
6;seu;O;O
6;médico;O;O
6;de;O;O
6;referência;O;O
6;,;O;O
6;conte;O;O
6;o;O;O
6;que;O;O
6;está;O;O
6;acontecendo;O;O
6;e;O;O
6;ele;O;O
6;então;O;O
6;irá;O;O
6;te;O;O
6;encaminhar;O;O
6;para;O;O
6;o;O;O
6;oftalmologista;O;O
6;.;O;O
6;É;O;O
6;gratuito;O;O
6;pelo;O;O
6;SUS;O;O
6;!;O;O
7;O;O;O
7;xilitol;O;B-Food
7;é;O;O
7;um;O;O
7;adoçante;O;I-Food
7;com;O;O
7;muito;O;O
7;menos;O;O
7;calorias;O;I-Food
7;do;O;O
7;que;O;O
7;o;O;O
7;açúcar;O;I-Food
7;,;O;O
7;além;O;O
7;de;O;O
7;ter;O;O
7;um;O;O
7;índice;B-GlucoseValue;B-GlucoseValue
7;glicêmico;I-GlucoseValue;I-GlucoseValue
7;mais;O;O
7;baixo;O;O
7;(;O;O
7;glicose;B-GlucoseValue;B-GlucoseValue
7;no;I-GlucoseValue;I-GlucoseValue
7;sangue;I-GlucoseValue;I-GlucoseValue
7;sobe;O;O
7;mais;O;O
7;lentamente;O;O
7;);O;O
7;,;O;O
7;logo;O;O
7;,;O;O
7;eles;O;O
7;podem;O;O
7;ser;O;O
7;utilizados;O;O
7;por;O;O
7;pessoas;O;O
7;com;O;O
7;diabetes;B-Complication;B-Complication
7;.;O;O
7;No;O;O
7;entanto;O;O
7;,;O;O
7;é;O;O
7;preciso;O;O
7;lembrar;O;O
7;que;O;O
7;seu;O;O
7;uso;O;O
7;deve;O;O
7;ser;O;O
7;feito;O;O
7;com;O;O
7;moderação;O;O
7;.;O;O
8;É;O;O
8;importante;O;O
8;lembrar;O;O
8;que;O;O
8;tudo;O;O
8;em;O;O
8;excesso;O;O
8;faz;O;O
8;mal;O;O
8;e;O;O
8;,;O;O
8;mais;O;O
8;importante;O;O
8;que;O;O
8;comer;O;O
8;ou;O;O
8;não;O;O
8;determinado;O;O
8;alimento;O;O
8;,;O;O
8;é;O;O
8;ter;O;O
8;uma;O;O
8;dieta;B-NonMedicalTreatment;B-NonMedicalTreatment
8;balanceada;I-NonMedicalTreatment;I-NonMedicalTreatment
8;com;O;O
8;os;O;O
8;nutrientes;O;O
8;e;O;O
8;calorias;O;O
8;adequadas;O;O
8;para;O;O
8;cada;O;O
8;pessoa;O;O
8;.;O;O
8;Por;O;O
8;isso;O;O
8;,;O;O
8;é;O;O
8;importante;O;O
8;consultar;O;O
8;um;O;O
8;nutricionista;O;O
8;(;O;O
8;gratuitamente;O;O
8;no;O;O
8;SUS;O;O
8;);O;O
8;que;O;O
8;poderá;O;O
8;montar;O;O
8;uma;O;O
8;dieta;O;B-NonMedicalTreatment
8;que;O;O
8;seja;O;O
8;ideal;O;O
8;para;O;O
8;você;O;O
8;.;O;O
9;O;O;O
9;valor;O;O
9;ideal;O;O
9;da;O;O
9;glicemia;B-GlucoseValue;B-GlucoseValue
9;(;O;O
9;quantidade;B-GlucoseValue;B-GlucoseValue
9;de;I-GlucoseValue;I-GlucoseValue
9;açúcar;I-GlucoseValue;I-GlucoseValue
9;no;I-GlucoseValue;I-GlucoseValue
9;sangue;I-GlucoseValue;I-GlucoseValue
9;);O;O
9;a;O;O
9;ser;O;O
9;alcançada;O;O
9;é;O;O
9;diferente;O;O
9;para;O;O
9;cada;O;O
9;pessoa;O;O
9;.;O;O
9;As;O;O
9;metas;O;O
9;de;O;O
9;glicemia;B-GlucoseValue;B-GlucoseValue
9;são;O;O
9;feitas;O;O
9;levando-se;O;O
9;em;O;O
9;consideração;O;O
9;a;O;O
9;condição;O;O
9;geral;O;O
9;de;O;O
9;cada;O;O
9;um;O;O
9;.;O;O
9;Dessa;O;O
9;forma;O;O
9;,;O;O
9;só;O;O
9;é;O;O
9;possível;O;O
9;saber;O;O
9;se;O;O
9;a;O;O
9;glicemia;B-GlucoseValue;I-GlucoseValue
9;de;O;O
9;uma;O;O
9;pessoa;O;O
9;está;O;O
9;nos;O;O
9;níveis;O;O
9;adequados;O;O
9;após;O;O
9;ser;O;O
9;realizada;O;O
9;uma;O;O
9;avaliação;O;O
9;geral;O;O
9;da;O;O
9;saúde;O;O
9;e;O;O
9;da;O;O
9;história;O;O
9;médica;O;O
9;dessa;O;O
9;pessoa;O;O
9;.;O;O
9;Por;O;O
9;isso;O;O
9;,;O;O
9;é;O;O
9;importante;O;O
9;que;O;O
9;você;O;O
9;consulte;O;O
9;com;O;O
9;seu;O;O
9;médico;O;O
9;e;O;O
9;conte;O;O
9;o;O;O
9;que;O;O
9;está;O;O
9;acontecendo;O;O
9;.;O;O
9;De;O;O
9;maneira;O;O
9;alguma;O;O
9;deve-se;O;O
9;mudar;O;O
9;o;O;O
9;tratamento;O;O
9;sem;O;O
9;consultá-lo;O;O
9;.;O;O
10;A;O;O
10;pessoa;O;O
10;com;O;O
10;diabetes;B-Complication;B-Complication
10;pode;O;O
10;doar;O;O
10;sangue;O;O
10;se;O;O
10;estiver;O;O
10;controlando;O;O
10;a;O;O
10;doença;O;O
10;apenas;O;O
10;com;O;O
10;dieta;B-NonMedicalTreatment;B-NonMedicalTreatment
10;ou;I-NonMedicalTreatment;O
10;remédios;O;O
10;que;O;O
10;sejam;O;O
10;hipoglicemiantes;O;B-Medication
10;orais;O;I-Medication
10;e;O;O
10;que;O;O
10;não;O;O
10;tenha;O;O
10;problemas;O;O
10;nos;O;O
10;vasos;O;O
10;sanguíneos;O;O
10;.;O;O
10;Caso;O;O
10;essa;O;O
10;pessoa;O;O
10;tenha;O;O
10;utilizado;O;O
10;insulina;O;O
10;uma;O;O
10;única;O;O
10;vez;O;O
10;,;O;O
10;não;O;O
10;poderá;O;O
10;doar;O;O
10;sangue;O;O
10;.;O;O
11;Experimente;O;O
11;outras;O;O
11;fontes;O;O
11;de;O;O
11;proteínas;O;B-Food
11;que;O;O
11;não;O;O
11;são;O;O
11;grãos;O;I-Food
11;,;O;O
11;como;O;O
11;carnes;O;I-Food
11;,;O;O
11;aves;O;I-Food
11;,;O;O
11;peixes;O;I-Food
11;,;O;O
11;queijo;O;I-Food
11;,;O;O
11;tofu;O;I-Food
11;,;O;O
11;iogurte;O;I-Food
11;e;O;O
11;legumes;O;I-Food
11;.;O;O
11;Em;O;O
11;seguida;O;O
11;,;O;O
11;veja;O;O
11;o;O;O
11;que;O;O
11;funciona;O;O
11;pra;O;O
11;você;O;O
11;pela;O;O
11;manhã;O;B-Time
11;e;O;O
11;experimente;O;O
11;diferentes;O;O
11;combinações;O;O
11;.;O;O
11;Os;O;O
11;ovos;O;B-Food
11;realmente;O;O
11;beneficiam;O;O
11;a;O;O
11;tireoide;O;O
11;de;O;O
11;manhã;O;B-Time
11;.;O;O
11;Se;O;O
11;você;O;O
11;estiver;O;O
11;precisando;O;O
11;fazer;O;O
11;esse;O;O
11;tipo;O;O
11;de;O;O
11;dieta;B-NonMedicalTreatment;O
11;por;I-NonMedicalTreatment;O
11;um;I-NonMedicalTreatment;O
11;período;I-NonMedicalTreatment;O
11;pequeno;O;O
11;de;O;O
11;tempo;O;O
11;,;O;O
11;sugiro;O;O
11;que;O;O
11;tente;O;O
11;ficar;O;O
11;com;O;O
11;os;O;O
11;ovos;O;B-Food
11;.;O;O
11;Mas;O;O
11;se;O;O
11;for;O;O
11;a;O;O
11;longo;O;O
11;prazo;O;O
11;,;O;O
11;tente;O;O
11;incluir;O;O
11;alguns;O;O
11;grãos;O;I-Food
11;e;O;O
11;farelo;O;B-Food
11;de;O;I-Food
11;aveia;O;I-Food
11;.;O;O
11;Um;O;B-Dose
11;pão;O;B-Food
11;integral;O;I-Food
11;com;O;I-Food
11;queijo;O;I-Food
11;pode;O;O
11;sustentar;O;O
11;.;O;O
11;Existem;O;O
11;shakes;O;B-Food
11;que;O;O
11;substituem;O;O
11;uma;O;O
11;refeição;O;O
11;,;O;O
11;mas;O;O
11;é;O;O
11;preciso;O;O
11;escolher;O;O
11;com;O;O
11;cuidado;O;O
11;para;O;O
11;equilibrar;O;O
11;e;O;O
11;depois;O;O
11;mastigar;O;O
11;alguma;O;O
11;coisa;O;O
11;para;O;O
11;ajudar;O;O
11;a;O;O
11;estimular;O;O
11;o;O;O
11;trato;O;O
11;digestivo;O;O
11;.;O;O
12;Níveis;O;B-GlucoseValue
12;de;O;I-GlucoseValue
12;açúcar;O;I-GlucoseValue
12;(;O;I-GlucoseValue
12;glicose;O;I-GlucoseValue
12;);O;I-GlucoseValue
12;no;O;I-GlucoseValue
12;sangue;O;I-GlucoseValue
12;muito;O;I-GlucoseValue
12;elevados;O;I-GlucoseValue
12;-;O;O
12;que;O;O
12;é;O;O
12;o;O;O
12;seu;O;O
12;caso;O;O
12;-;O;O
12;podem;O;O
12;levar;O;O
12;a;O;O
12;uma;O;O
12;situação;O;O
12;grave;O;O
12;,;O;O
12;chamada;O;O
12;de;O;O
12;cetoacidose;B-Complication;B-Complication
12;diabética;I-Complication;I-Complication
12;.;O;O
12;Além;O;O
12;disso;O;O
12;,;O;O
12;esses;O;O
12;valores;O;O
12;altos;O;O
12;indicam;O;O
12;que;O;O
12;o;O;O
12;tratamento;O;O
12;não;O;O
12;está;O;O
12;sendo;O;O
12;adequado;O;O
12;.;O;O
12;Existem;O;O
12;sim;O;O
12;remédios;O;O
12;que;O;O
12;baixam;O;O
12;a;O;O
12;quantidade;B-GlucoseValue;B-GlucoseValue
12;de;I-GlucoseValue;I-GlucoseValue
12;açúcar;I-GlucoseValue;I-GlucoseValue
12;no;I-GlucoseValue;I-GlucoseValue
12;sangue;I-GlucoseValue;I-GlucoseValue
12;(;O;O
12;glicemia;B-GlucoseValue;B-GlucoseValue
12;);O;O
12;,;O;O
12;como;O;O
12;a;O;O
12;insulina;O;B-Insulin
12;,;O;O
12;por;O;O
12;exemplo;O;O
12;,;O;O
12;mas;O;O
12;que;O;O
12;devem;O;O
12;ser;O;O
12;prescritos;O;O
12;por;O;O
12;um;O;O
12;médico;O;O
12;.;O;O
12;Portanto;O;O
12;,;O;O
12;é;O;O
12;importante;O;O
12;marcar;O;O
12;uma;O;O
12;consulta;O;O
12;o;O;O
12;quanto;O;O
12;antes;O;O
12;para;O;O
12;o;O;O
12;caso;O;O
12;ser;O;O
12;avaliado;O;O
12;.;O;O
13;Não;O;O
13;existe;O;O
13;comprovação;O;O
13;científica;O;O
13;de;O;O
13;que;O;O
13;o;O;O
13;chá;O;B-Food
13;de;O;I-Food
13;canela;O;I-Food
13;possa;O;O
13;ter;O;O
13;algum;O;O
13;benefício;O;O
13;real;O;O
13;para;O;O
13;a;O;O
13;saúde;O;O
13;de;O;O
13;quem;O;O
13;tem;O;O
13;diabetes;B-Complication;B-Complication
13;.;O;O
13;A;O;O
13;Sociedade;O;O
13;Brasileira;O;O
13;de;O;O
13;Diabetes;O;O
13;não;O;O
13;recomenda;O;O
13;o;O;O
13;uso;O;O
13;de;O;O
13;chás;O;B-Food
13;como;O;O
13;estratégia;O;O
13;de;O;O
13;melhoria;O;O
13;de;O;O
13;controle;O;O
13;glicêmico;O;O
13;,;O;O
13;que;O;O
13;não;O;O
13;apresentem;O;O
13;comprovação;O;O
13;científica;O;O
13;.;O;O
13;Para;O;O
13;o;O;O
13;controle;O;O
13;do;O;O
13;diabetes;B-Complication;B-Complication
13;,;O;O
13;é;O;O
13;importante;O;O
13;que;O;O
13;o;O;O
13;paciente;O;O
13;mantenha;O;O
13;o;O;O
13;tratamento;O;O
13;prescrito;O;O
13;pelo;O;O
13;médico;O;O
13;e;O;O
13;que;O;O
13;seja;O;O
13;adequado;O;O
13;a;O;O
13;seu;O;O
13;estilo;O;O
13;de;O;O
13;vida;O;O
13;e;O;O
13;alimentação;B-NonMedicalTreatment;B-NonMedicalTreatment
13;saudável;I-NonMedicalTreatment;I-NonMedicalTreatment
13;.;O;O
14;Estar;O;B-Complication
14;acima;O;I-Complication
14;do;O;I-Complication
14;peso;O;I-Complication
14;pode;O;O
14;fazer;O;O
14;com;O;O
14;que;O;O
14;apareça;O;O
14;o;O;O
14;diabetes;B-DiabetesType;B-DiabetesType
14;tipo;I-DiabetesType;I-DiabetesType
14;2;I-DiabetesType;I-DiabetesType
14;.;O;O
14;Por;O;O
14;isso;O;O
14;,;O;O
14;o;O;O
14;jejum;O;B-NonMedicalTreatment
14;intermitente;O;I-NonMedicalTreatment
14;pode;O;O
14;ser;O;O
14;uma;O;O
14;forma;O;O
14;de;O;O
14;prevenir;O;O
14;o;O;O
14;diabetes;B-DiabetesType;B-DiabetesType
14;tipo;I-DiabetesType;I-DiabetesType
14;2;I-DiabetesType;I-DiabetesType
14;.;O;O
14;O;O;O
14;jejum;O;B-NonMedicalTreatment
14;intermitente;O;I-NonMedicalTreatment
14;também;O;O
14;pode;O;O
14;ser;O;O
14;utilizado;O;O
14;como;O;O
14;tratamento;O;O
14;para;O;O
14;pessoas;O;O
14;recém;O;O
14;diagnosticadas;O;O
14;com;O;O
14;o;O;O
14;diabetes;B-DiabetesType;B-DiabetesType
14;tipo;I-DiabetesType;I-DiabetesType
14;1;I-DiabetesType;I-DiabetesType
14;,;O;O
14;que;O;O
14;precisam;O;O
14;perder;O;B-NonMedicalTreatment
14;peso;O;I-NonMedicalTreatment
14;para;O;O
14;estabilizar;O;O
14;o;O;O
14;seu;O;O
14;quadro;O;O
14;de;O;O
14;saúde;O;O
14;";";O;O
14;essas;O;O
14;pessoas;O;O
14;devem;O;O
14;ser;O;O
14;acompanhadas;O;O
14;por;O;O
14;um;O;O
14;endocrinologista;O;O
14;e;O;O
14;um;O;O
14;nutricionista;O;O
14;.;O;O
15;Em;O;O
15;pessoas;O;O
15;com;O;O
15;diabetes;B-Complication;B-Complication
15;há;O;O
15;duas;O;O
15;principais;O;O
15;causas;O;O
15;para;O;O
15;haver;O;O
15;sensação;O;O
15;de;O;O
15;dormência;O;B-Symptom
15;nas;O;I-Symptom
15;mãos;O;I-Symptom
15;.;O;O
15;A;O;O
15;primeira;O;O
15;é;O;O
15;a;O;O
15;mais;O;O
15;comum;O;O
15;,;O;O
15;que;O;O
15;é;O;O
15;a;O;O
15;piora;B-Complication;B-Complication
15;na;I-Complication;I-Complication
15;circulação;I-Complication;I-Complication
15;quando;O;O
15;elas;O;O
15;deitam;O;O
15;em;O;O
15;cima;O;O
15;do;O;O
15;braço;O;O
15;ou;O;O
15;da;O;O
15;mão;O;O
15;,;O;O
15;essa;O;O
15;dor;B-Symptom;B-Symptom
15;melhora;O;O
15;espontaneamente;O;O
15;com;O;O
15;a;O;O
15;mudança;O;O
15;de;O;O
15;posição;O;O
15;.;O;O
15;A;O;O
15;segunda;O;O
15;causa;O;O
15;é;O;O
15;a;O;O
15;neuropatia;B-Complication;B-Complication
15;diabética;I-Complication;I-Complication
15;,;O;O
15;que;O;O
15;normalmente;B-NonMedicalTreatment;O
15;causa;I-NonMedicalTreatment;O
15;dor;I-NonMedicalTreatment;B-Symptom
15;em;I-NonMedicalTreatment;I-Symptom
15;queimação;I-NonMedicalTreatment;I-Symptom
15;ou;I-NonMedicalTreatment;O
15;formigamento;I-NonMedicalTreatment;B-Symptom
15;nos;O;I-Symptom
15;membros;O;I-Symptom
15;(;O;O
15;mãos;O;O
15;,;O;O
15;braços;O;O
15;,;O;O
15;pés;O;O
15;ou;O;O
15;pernas;O;O
15;);O;O
15;,;O;O
15;mas;O;O
15;que;O;O
15;também;O;O
15;pode;O;O
15;aparecer;O;O
15;como;O;O
15;dormência;O;B-Symptom
15;.;O;O
15;Quando;O;O
15;a;O;O
15;causa;O;O
15;é;O;O
15;a;O;O
15;neuropatia;B-Complication;B-Complication
15;,;O;O
15;normalmente;O;O
15;a;O;O
15;dor;B-Symptom;B-Symptom
