id;token;pred_tag;true_tag
0;tensor(7);O;O
0;tensor(7);B-Food;O
0;tensor(7);I-Food;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(8);B-Food;I-Food
0;tensor(7);O;O
0;tensor(7);B-Food;O
0;tensor(7);I-Food;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
0;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);B-Complication;O
1;tensor(7);I-Complication;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);I-NonMedicalTreatment;O
1;tensor(7);O;O
1;tensor(7);I-NonMedicalTreatment;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);B-NonMedicalTreatment;O
1;tensor(7);I-NonMedicalTreatment;O
1;tensor(7);I-NonMedicalTreatment;O
1;tensor(7);I-NonMedicalTreatment;O
1;tensor(7);I-NonMedicalTreatment;O
1;tensor(7);O;O
1;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
1;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
1;tensor(7);B-NonMedicalTreatment;O
1;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
1;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
1;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
1;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
1;tensor(7);O;O
1;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
1;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
1;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(18);B-Complication;B-Complication
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(7);O;O
1;tensor(25);B-Complication;I-Complication
1;tensor(7);O;O
2;tensor(9);B-Food;B-Food
2;tensor(8);I-Food;I-Food
2;tensor(8);I-Food;I-Food
2;tensor(7);B-Food;O
2;tensor(9);I-Food;B-Food
2;tensor(7);O;O
2;tensor(7);B-Food;O
2;tensor(7);I-Food;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);B-Food;O
2;tensor(7);I-Food;O
2;tensor(7);I-Food;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(1);B-Complication;B-GlucoseValue
2;tensor(24);I-GlucoseValue;I-GlucoseValue
2;tensor(24);I-GlucoseValue;I-GlucoseValue
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);B-Complication;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);B-Food;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);B-NonMedicalTreatment;O
2;tensor(7);O;O
2;tensor(7);B-NonMedicalTreatment;O
2;tensor(7);O;O
2;tensor(7);B-NonMedicalTreatment;O
2;tensor(7);O;O
2;tensor(7);B-Food;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);B-NonMedicalTreatment;O
2;tensor(7);B-NonMedicalTreatment;O
2;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
2;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
2;tensor(7);I-NonMedicalTreatment;O
2;tensor(7);I-NonMedicalTreatment;O
2;tensor(7);B-Food;O
2;tensor(7);I-NonMedicalTreatment;O
2;tensor(7);I-Food;O
2;tensor(7);I-NonMedicalTreatment;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);I-NonMedicalTreatment;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
2;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
2;tensor(7);O;O
3;tensor(7);O;O
3;tensor(18);B-Complication;B-Complication
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(18);B-Complication;B-Complication
3;tensor(25);I-Symptom;I-Complication
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(13);I-Symptom;B-Symptom
3;tensor(7);I-Symptom;O
3;tensor(13);I-Symptom;B-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(7);I-Symptom;O
3;tensor(13);I-Symptom;B-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(7);I-Symptom;O
3;tensor(13);I-Symptom;B-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(7);I-Symptom;O
3;tensor(13);I-Symptom;B-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(16);I-Symptom;I-Symptom
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
3;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);B-Complication;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(13);B-Complication;B-Symptom
4;tensor(16);I-Symptom;I-Symptom
4;tensor(16);I-Symptom;I-Symptom
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);I-Symptom;O
4;tensor(7);I-Symptom;O
4;tensor(7);I-Symptom;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);I-Symptom;O
4;tensor(7);I-Symptom;O
4;tensor(7);O;O
4;tensor(7);I-Symptom;O
4;tensor(7);I-Symptom;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);B-Complication;O
4;tensor(7);O;O
4;tensor(7);B-Complication;O
4;tensor(18);B-Complication;B-Complication
4;tensor(25);I-Complication;I-Complication
4;tensor(25);I-Complication;I-Complication
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);B-Complication;O
4;tensor(7);I-Complication;O
4;tensor(18);I-Complication;B-Complication
4;tensor(25);I-Complication;I-Complication
4;tensor(25);I-Complication;I-Complication
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);I-Complication;O
4;tensor(7);I-Complication;O
4;tensor(7);I-Complication;O
4;tensor(7);I-Complication;O
4;tensor(7);I-Complication;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);B-Complication;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(13);B-Complication;B-Symptom
4;tensor(16);I-Symptom;I-Symptom
4;tensor(16);I-Symptom;I-Symptom
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);B-Complication;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);O;O
4;tensor(7);B-NonMedicalTreatment;O
4;tensor(7);O;O
4;tensor(7);I-Symptom;O
4;tensor(7);O;O
4;tensor(7);B-Food;O
4;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(18);B-Complication;B-Complication
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);B-Complication;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(25);B-Complication;I-Complication
5;tensor(7);I-Complication;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(1);I-Complication;B-GlucoseValue
5;tensor(7);I-Complication;O
5;tensor(7);I-Complication;O
5;tensor(7);I-Complication;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(13);I-Complication;B-Symptom
5;tensor(16);I-Complication;I-Symptom
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);O;O
5;tensor(7);B-Complication;O
5;tensor(7);O;O
6;tensor(13);B-Complication;B-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(18);B-Complication;B-Complication
6;tensor(25);I-Complication;I-Complication
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);B-Complication;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);I-Symptom;O
6;tensor(7);O;O
6;tensor(7);I-Symptom;O
6;tensor(7);I-Symptom;O
6;tensor(7);I-Symptom;O
6;tensor(7);I-Symptom;O
6;tensor(7);I-Symptom;O
6;tensor(7);O;O
6;tensor(7);I-Symptom;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(13);I-Symptom;B-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);I-Symptom;O
6;tensor(7);I-Symptom;O
6;tensor(7);I-Symptom;O
6;tensor(7);O;O
6;tensor(13);B-Complication;B-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(18);B-Complication;B-Complication
6;tensor(7);O;O
6;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(21);I-GlucoseValue;I-NonMedicalTreatment
6;tensor(21);I-GlucoseValue;I-NonMedicalTreatment
6;tensor(21);I-GlucoseValue;I-NonMedicalTreatment
6;tensor(21);I-GlucoseValue;I-NonMedicalTreatment
6;tensor(21);I-GlucoseValue;I-NonMedicalTreatment
6;tensor(7);O;O
6;tensor(1);I-GlucoseValue;B-GlucoseValue
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(18);B-Complication;B-Complication
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);B-NonMedicalTreatment;O
6;tensor(7);O;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);O;O
6;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
6;tensor(7);O;O
6;tensor(7);B-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);I-NonMedicalTreatment;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(13);B-Complication;B-Symptom
6;tensor(7);I-Complication;O
6;tensor(18);I-Complication;B-Complication
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(13);B-Complication;B-Symptom
6;tensor(7);I-Symptom;O
6;tensor(13);I-Symptom;B-Symptom
6;tensor(16);I-Symptom;I-Symptom
6;tensor(7);O;O
6;tensor(10);O;B-Medication
6;tensor(17);O;I-Medication
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(13);I-Symptom;B-Symptom
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
6;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);I-GlucoseValue;O
7;tensor(1);I-GlucoseValue;B-GlucoseValue
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(24);I-GlucoseValue;I-GlucoseValue
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(18);B-Complication;B-Complication
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
7;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
8;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);B-Complication;O
9;tensor(7);I-Complication;O
9;tensor(18);B-Complication;B-Complication
9;tensor(7);O;O
9;tensor(18);B-Complication;B-Complication
9;tensor(25);I-Complication;I-Complication
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(18);B-Complication;B-Complication
9;tensor(7);O;O
9;tensor(7);B-NonMedicalTreatment;O
9;tensor(7);I-NonMedicalTreatment;O
9;tensor(1);I-GlucoseValue;B-GlucoseValue
9;tensor(24);I-GlucoseValue;I-GlucoseValue
9;tensor(24);I-GlucoseValue;I-GlucoseValue
9;tensor(24);I-GlucoseValue;I-GlucoseValue
9;tensor(24);I-GlucoseValue;I-GlucoseValue
9;tensor(7);O;O
9;tensor(1);I-GlucoseValue;B-GlucoseValue
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(18);B-Complication;B-Complication
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);I-NonMedicalTreatment;O
9;tensor(7);I-NonMedicalTreatment;O
9;tensor(7);I-NonMedicalTreatment;O
9;tensor(7);I-NonMedicalTreatment;O
9;tensor(7);O;O
9;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(7);O;O
9;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(7);O;O
9;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(7);O;O
9;tensor(4);B-NonMedicalTreatment;B-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(21);I-NonMedicalTreatment;I-NonMedicalTreatment
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(18);B-Complication;B-Complication
9;tensor(7);O;O
9;tensor(25);I-Complication;I-Complication
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(7);O;O
9;tensor(25);I-Symptom;I-Complication
9;tensor(7);I-Symptom;O
9;tensor(13);I-Symptom;B-Symptom
9;tensor(16);I-Symptom;I-Symptom
9;tensor(7);O;O
9;tensor(10);O;B-Medication
9;tensor(17);I-NonMedicalTreatment;I-Medication
9;tensor(7);O;O
