#FORMAT=WebAnno TSV 3.2


#Text=O diabetes tipo 1 é uma doença crônica causada pela destruição das células do pâncreas que produzem insulina. Normalmente, o início dos sintomas é abrupto, sendo os mais comuns: aumento no volume de urina, aumento na sensação de sede, aumento da fome e perda de peso sem fazer dieta. É mais comum o seu aparecimento em crianças e adolescentes, mas também pode surgir em adultos ou até idosos. O tratamento do diabetes tipo 1 sempre inclui insulina, além de um bom controle da alimentação, realização de atividades físicas e controle rigoroso com um médico.
2-25	696-704	insulina	
2-26	704-705	.	
2-27	706-717	Normalmente	
2-28	717-718	,	
2-29	719-726	somente	
2-30	727-732	casos	
2-31	733-739	graves	
2-32	740-750	manifestam	
2-33	751-759	sintomas	
2-34	759-760	,	
2-35	761-766	sendo	
2-36	767-768	o	
2-37	769-773	mais	
2-38	774-779	comum	
2-39	780-783	que	
2-40	784-785	o	
2-41	786-797	diagnóstico	
2-42	798-802	seja	
2-43	803-808	feito	
2-44	809-812	por	
2-45	813-817	meio	
2-46	818-820	de	
2-47	821-826	exame	
2-48	827-829	de	
2-49	830-838	rastreio	
2-50	838-839	.	
2-51	840-841	É	
2-52	842-846	mais	
2-53	847-852	comum	
2-54	853-854	o	
2-55	855-858	seu	
2-56	859-871	aparecimento	
2-57	872-874	em	
2-58	875-882	adultos	
2-59	883-884	e	
2-60	885-891	idosos	
2-61	891-892	,	
2-62	893-896	mas	
2-63	897-903	também	
2-64	904-908	pode	
2-65	909-915	surgir	
2-66	916-918	em	
2-67	919-931	adolescentes	
2-68	932-934	ou	
2-69	935-938	até	
2-70	939-947	crianças	
2-71	947-948	.	
2-72	949-955	Alguns	
2-73	956-959	dos	
2-74	960-970	principais	
2-75	971-978	fatores	
2-76	979-981	de	
2-77	982-987	risco	
2-78	988-991	são	
2-79	992-997	idade	
2-80	998-999	(	
2-81	999-1006	adultos	
2-82	1007-1008	e	
2-83	1009-1015	idosos	
2-84	1015-1016	)	
2-85	1016-1017	,	
2-86	1018-1030	sedentarismo	
2-87	1030-1031	,	
2-88	1032-1037	dieta	
2-89	1038-1048	inadequada	
2-90	1048-1049	,	
2-91	1050-1059	tabagismo	
2-92	1059-1060	,	
2-93	1061-1068	pressão	
2-94	1069-1073	alta	
2-95	1073-1074	,	
2-96	1075-1087	dislipidemia	
2-97	1088-1089	(	
2-98	1089-1099	colesterol	
2-99	1100-1104	alto	
2-100	1104-1105	)	
2-101	1105-1106	,	
2-102	1107-1116	obesidade	
2-103	1116-1117	,	
2-104	1118-1130	pré-diabetes	
2-105	1130-1131	,	
2-106	1132-1140	história	
2-107	1141-1143	de	
2-108	1144-1152	diabetes	
2-109	1153-1164	gestacional	
2-110	1165-1166	e	
2-111	1167-1174	pessoas	
2-112	1175-1178	com	
2-113	1179-1187	diabetes	
2-114	1188-1192	tipo	
2-115	1193-1194	2	
2-116	1195-1197	na	
2-117	1198-1205	família	
2-118	1205-1206	.	
2-119	1207-1208	O	
2-120	1209-1219	tratamento	
2-121	1220-1222	do	
2-122	1223-1231	diabetes	
2-123	1232-1236	tipo	
2-124	1237-1238	2	
2-125	1239-1242	vai	
2-126	1243-1251	depender	
2-127	1252-1254	de	
2-128	1255-1258	sua	
2-129	1259-1268	gravidade	
2-130	1268-1269	,	
2-131	1270-1277	podendo	
2-132	1278-1281	ser	
2-133	1282-1287	feito	
2-134	1288-1291	com	
2-135	1292-1304	medicamentos	
2-136	1305-1310	orais	
2-137	1311-1313	ou	
2-138	1314-1324	injetáveis	
2-139	1325-1326	e	
2-140	1326-1327	,	
2-141	1328-1330	às	
2-142	1331-1336	vezes	
2-143	1336-1337	,	
2-144	1338-1350	necessitando	
2-145	1351-1353	do	
2-146	1354-1357	uso	
2-147	1358-1360	de	
2-148	1361-1369	insulina	
2-149	1369-1370	.	
2-150	1371-1376	Porém	
2-151	1376-1377	,	
2-152	1378-1390	independente	
2-153	1391-1393	do	
2-154	1394-1397	uso	
2-155	1398-1400	de	
2-156	1401-1413	medicamentos	
2-157	1413-1414	,	
2-158	1415-1416	é	
2-159	1417-1428	fundamental	
2-160	1429-1431	um	
2-161	1432-1435	bom	
2-162	1436-1444	controle	
2-163	1445-1447	da	
2-164	1448-1459	alimentação	
2-165	1459-1460	,	
2-166	1461-1471	realização	
2-167	1472-1474	de	
2-168	1475-1485	atividades	
2-169	1486-1493	físicas	
2-170	1493-1494	,	
2-171	1495-1500	perda	
2-172	1501-1503	de	
2-173	1504-1508	peso	
2-174	1509-1510	e	
2-175	1511-1519	controle	
2-176	1520-1528	rigoroso	
2-177	1529-1532	com	
2-178	1533-1535	um	
2-179	1536-1542	médico	
2-180	1542-1543	.	

#Text=Tanto o diabetes tipo 1 quanto o tipo 2 podem ser muito graves, mas felizmente as duas podem ser controladas! Para isso, é preciso seguir as recomendações nutricionais e as medicações prescritas pelo médico.
3-1	1545-1550	Tanto	
3-2	1551-1552	o	
3-3	1553-1561	diabetes	
3-4	1562-1566	tipo	
3-5	1567-1568	1	
3-6	1569-1575	quanto	
3-7	1576-1577	o	
3-8	1578-1582	tipo	
3-9	1583-1584	2	
3-10	1585-1590	podem	
3-11	1591-1594	ser	
3-12	1595-1600	muito	
3-13	1601-1607	graves	
3-14	1607-1608	,	
3-15	1609-1612	mas	
3-16	1613-1623	felizmente	
3-17	1624-1626	as	
3-18	1627-1631	duas	
3-19	1632-1637	podem	
3-20	1638-1641	ser	
3-21	1642-1653	controladas	
3-22	1653-1654	!	
3-23	1655-1659	Para	
3-24	1660-1664	isso	
3-25	1664-1665	,	
3-26	1666-1667	é	
3-27	1668-1675	preciso	
3-28	1676-1682	seguir	
3-29	1683-1685	as	
3-30	1686-1699	recomendações	
3-31	1700-1712	nutricionais	
3-32	1713-1714	e	
3-33	1715-1717	as	
3-34	1718-1728	medicações	
3-35	1729-1739	prescritas	
3-36	1740-1744	pelo	
3-37	1745-1751	médico	
3-38	1751-1752	.	
