,File,Token ID,Token position,Token,Entity,Relation,Relation ID
47,main_resposta_0001.txt,1-48,260-264,tipo,DiabetesType[6],_,_
48,main_resposta_0001.txt,1-49,265-266,1,DiabetesType[6],_,_
49,main_resposta_0001.txt,1-50,266-267,",",_,_,_
50,main_resposta_0001.txt,1-51,268-271,que,_,_,_
51,main_resposta_0001.txt,1-52,272-280,precisam,_,_,_
52,main_resposta_0001.txt,1-53,281-287,perder,NonMedicalTreatment[7],_,_
53,main_resposta_0001.txt,1-54,288-292,peso,NonMedicalTreatment[7],_,_
54,main_resposta_0001.txt,1-55,293-297,para,_,_,_
55,main_resposta_0001.txt,1-56,298-309,estabilizar,_,_,_
56,main_resposta_0001.txt,1-57,310-311,o,_,_,_
57,main_resposta_0001.txt,1-58,312-315,seu,_,_,_
58,main_resposta_0001.txt,1-59,316-322,quadro,_,_,_
59,main_resposta_0001.txt,1-60,323-325,de,_,_,_
60,main_resposta_0001.txt,1-61,326-331,saúde,_,_,_
61,main_resposta_0001.txt,1-62,331-332,;,_,_,_
62,main_resposta_0001.txt,1-63,333-338,essas,_,_,_
63,main_resposta_0001.txt,1-64,339-346,pessoas,_,_,_
64,main_resposta_0001.txt,1-65,347-352,devem,_,_,_
65,main_resposta_0001.txt,1-66,353-356,ser,_,_,_
66,main_resposta_0001.txt,1-67,357-369,acompanhadas,_,_,_
67,main_resposta_0001.txt,1-68,370-373,por,_,_,_
68,main_resposta_0001.txt,1-69,374-376,um,_,_,_
69,main_resposta_0001.txt,1-70,377-393,endocrinologista,_,_,_
70,main_resposta_0001.txt,1-71,394-395,e,_,_,_
71,main_resposta_0001.txt,1-72,396-398,um,_,_,_
72,main_resposta_0001.txt,1-73,399-412,nutricionista,_,_,_
73,main_resposta_0001.txt,1-74,412-413,.,_,_,_
74,main_resposta_0002.txt,1-1,0-5,Estar,Complication[1],_,_
75,main_resposta_0002.txt,1-2,6-11,acima,Complication[1],_,_
76,main_resposta_0002.txt,1-3,12-14,do,Complication[1],_,_
77,main_resposta_0002.txt,1-4,15-19,peso,Complication[1],_,_
78,main_resposta_0002.txt,1-5,20-24,pode,_,_,_
79,main_resposta_0002.txt,1-6,25-30,fazer,_,_,_
80,main_resposta_0002.txt,1-7,31-34,com,_,_,_
81,main_resposta_0002.txt,1-8,35-38,que,_,_,_
82,main_resposta_0002.txt,1-9,39-46,apareça,_,_,_
83,main_resposta_0002.txt,1-10,47-48,o,_,_,_
84,main_resposta_0002.txt,1-11,49-57,diabetes,DiabetesType[2],causes,1-1[1_2]
85,main_resposta_0002.txt,1-12,58-62,tipo,DiabetesType[2],_,_
86,main_resposta_0002.txt,1-13,63-64,2,DiabetesType[2],_,_
87,main_resposta_0002.txt,1-14,64-65,.,_,_,_
88,main_resposta_0002.txt,1-15,66-69,Por,_,_,_
89,main_resposta_0002.txt,1-16,70-74,isso,_,_,_
90,main_resposta_0002.txt,1-17,74-75,",",_,_,_
91,main_resposta_0002.txt,1-18,76-77,o,_,_,_
92,main_resposta_0002.txt,1-19,78-83,jejum,NonMedicalTreatment[3],_,_
93,main_resposta_0002.txt,1-20,84-96,intermitente,NonMedicalTreatment[3],_,_
94,main_resposta_0002.txt,1-21,97-98,e,_,_,_
95,main_resposta_0002.txt,1-22,99-105,dietas,NonMedicalTreatment[4],_,_
96,main_resposta_0002.txt,1-23,106-114,low-carb,NonMedicalTreatment[4],_,_
97,main_resposta_0002.txt,1-24,115-120,podem,_,_,_
98,main_resposta_0002.txt,1-25,121-124,ser,_,_,_
99,main_resposta_0002.txt,1-26,125-128,uma,_,_,_
100,main_resposta_0002.txt,1-27,129-134,forma,_,_,_
101,main_resposta_0002.txt,1-28,135-137,de,_,_,_
102,main_resposta_0002.txt,1-29,138-146,prevenir,_,_,_
103,main_resposta_0002.txt,1-30,147-148,o,_,_,_
104,main_resposta_0002.txt,1-31,149-157,diabetes,DiabetesType[5],prevents|prevents,1-22[4_5]|1-19[3_5]
105,main_resposta_0002.txt,1-32,158-162,tipo,DiabetesType[5],_,_
106,main_resposta_0002.txt,1-33,163-164,2,DiabetesType[5],_,_
107,main_resposta_0002.txt,1-34,164-165,.,_,_,_
108,main_resposta_0002.txt,1-35,167-168,É,_,_,_
109,main_resposta_0002.txt,1-36,169-172,bom,_,_,_
110,main_resposta_0002.txt,1-37,173-180,lembrar,_,_,_
111,main_resposta_0002.txt,1-38,181-184,que,_,_,_
112,main_resposta_0002.txt,1-39,185-188,não,_,_,_
113,main_resposta_0002.txt,1-40,189-190,é,_,_,_
114,main_resposta_0002.txt,1-41,191-202,recomendado,_,_,_
115,main_resposta_0002.txt,1-42,203-208,fazer,_,_,_
116,main_resposta_0002.txt,1-43,209-215,dietas,_,_,_
117,main_resposta_0002.txt,1-44,216-224,radicais,_,_,_
118,main_resposta_0002.txt,1-45,225-228,sem,_,_,_
119,main_resposta_0002.txt,1-46,229-230,o,_,_,_
120,main_resposta_0002.txt,1-47,231-238,auxílio,_,_,_
121,main_resposta_0002.txt,1-48,239-241,de,_,_,_
122,main_resposta_0002.txt,1-49,242-244,um,_,_,_
123,main_resposta_0002.txt,1-50,245-258,nutricionista,_,_,_
124,main_resposta_0002.txt,1-51,258-259,.,_,_,_
125,main_resposta_0002.txt,1-52,260-261,A,_,_,_
126,main_resposta_0002.txt,1-53,262-270,consulta,_,_,_
127,main_resposta_0002.txt,1-54,271-274,com,_,_,_
128,main_resposta_0002.txt,1-55,275-277,um,_,_,_
129,main_resposta_0002.txt,1-56,278-291,nutricionista,_,_,_
130,main_resposta_0002.txt,1-57,292-296,pode,_,_,_
131,main_resposta_0002.txt,1-58,297-300,ser,_,_,_
132,main_resposta_0002.txt,1-59,301-306,feita,_,_,_
133,main_resposta_0002.txt,1-60,307-320,gratuitamente,_,_,_
134,main_resposta_0002.txt,1-61,321-325,pelo,_,_,_
135,main_resposta_0002.txt,1-62,326-329,SUS,_,_,_
136,main_resposta_0002.txt,1-63,329-330,.,_,_,_
137,main_resposta_0002.txt,1-64,331-333,Se,_,_,_
138,main_resposta_0002.txt,1-65,334-338,você,_,_,_
139,main_resposta_0002.txt,1-66,339-344,tiver,_,_,_
140,main_resposta_0002.txt,1-67,345-354,interesse,_,_,_
141,main_resposta_0002.txt,1-68,354-355,",",_,_,_
142,main_resposta_0002.txt,1-69,356-363,procure,_,_,_
143,main_resposta_0002.txt,1-70,364-365,a,_,_,_
144,main_resposta_0002.txt,1-71,366-369,sua,_,_,_
145,main_resposta_0002.txt,1-72,370-377,Unidade,_,_,_
146,main_resposta_0002.txt,1-73,378-384,Básica,_,_,_
147,main_resposta_0002.txt,1-74,385-387,de,_,_,_
148,main_resposta_0002.txt,1-75,388-393,Saúde,_,_,_
149,main_resposta_0002.txt,1-76,393-394,.,_,_,_
150,main_resposta_0003.txt,1-1,0-6,Lembre,_,_,_
151,main_resposta_0003.txt,1-2,7-10,que,_,_,_
152,main_resposta_0003.txt,1-3,11-18,reduzir,NonMedicalTreatment[1],_,_
153,main_resposta_0003.txt,1-4,19-24,muito,NonMedicalTreatment[1],_,_
154,main_resposta_0003.txt,1-5,25-27,as,NonMedicalTreatment[1],_,_
155,main_resposta_0003.txt,1-6,28-36,calorias,NonMedicalTreatment[1],_,_
156,main_resposta_0003.txt,1-7,37-40,não,_,_,_
157,main_resposta_0003.txt,1-8,41-42,é,_,_,_
158,main_resposta_0003.txt,1-9,43-46,uma,_,_,_
159,main_resposta_0003.txt,1-10,47-52,forma,_,_,_
160,main_resposta_0003.txt,1-11,53-59,eficaz,_,_,_
161,main_resposta_0003.txt,1-12,60-62,de,_,_,_
162,main_resposta_0003.txt,1-13,63-69,perder,_,_,_
163,main_resposta_0003.txt,1-14,70-77,gordura,_,_,_
164,main_resposta_0003.txt,1-15,77-78,.,_,_,_
165,main_resposta_0003.txt,1-16,79-92,Provavelmente,_,_,_
166,main_resposta_0003.txt,1-17,93-96,vai,_,_,_
167,main_resposta_0003.txt,1-18,97-103,servir,_,_,_
168,main_resposta_0003.txt,1-19,104-108,mais,_,_,_
169,main_resposta_0003.txt,1-20,109-113,para,_,_,_
170,main_resposta_0003.txt,1-21,114-119,mudar,Complication[2],causes,1-3[1_2]
171,main_resposta_0003.txt,1-22,120-123,seu,Complication[2],_,_
172,main_resposta_0003.txt,1-23,124-135,metabolismo,Complication[2],_,_
173,main_resposta_0003.txt,1-24,136-138,do,_,_,_
174,main_resposta_0003.txt,1-25,139-142,que,_,_,_
175,main_resposta_0003.txt,1-26,143-147,para,_,_,_
176,main_resposta_0003.txt,1-27,148-157,conseguir,_,_,_
177,main_resposta_0003.txt,1-28,158-168,resultados,_,_,_
178,main_resposta_0003.txt,1-29,169-179,duradouros,_,_,_
179,main_resposta_0003.txt,1-30,179-180,.,_,_,_
180,main_resposta_0003.txt,1-31,181-184,Uma,_,_,_
181,main_resposta_0003.txt,1-32,185-189,meta,GlucoseValue[3],_,_
182,main_resposta_0003.txt,1-33,190-192,de,GlucoseValue[3],_,_
183,main_resposta_0003.txt,1-34,193-201,glicemia,GlucoseValue[3],_,_
184,main_resposta_0003.txt,1-35,202-207,seria,_,_,_
185,main_resposta_0003.txt,1-36,208-211,ter,_,_,_
186,main_resposta_0003.txt,1-37,212-217,menos,GlucoseValue[4],_,_
187,main_resposta_0003.txt,1-38,218-220,de,GlucoseValue[4],_,_
188,main_resposta_0003.txt,1-39,221-224,100,GlucoseValue[4],_,_
189,main_resposta_0003.txt,1-40,225-227,em,Time[5],has,1-37[4_5]
190,main_resposta_0003.txt,1-41,228-233,jejum,Time[5],_,_
191,main_resposta_0003.txt,1-42,233-234,.,_,_,_
192,main_resposta_0003.txt,1-43,235-241,Sugiro,_,_,_
193,main_resposta_0003.txt,1-44,242-245,que,_,_,_
194,main_resposta_0003.txt,1-45,246-250,você,_,_,_
195,main_resposta_0003.txt,1-46,251-258,procure,_,_,_
196,main_resposta_0003.txt,1-47,259-270,orientações,_,_,_
197,main_resposta_0003.txt,1-48,271-275,para,_,_,_
198,main_resposta_0003.txt,1-49,276-279,ter,_,_,_
199,main_resposta_0003.txt,1-50,280-282,um,_,_,_
200,main_resposta_0003.txt,1-51,283-288,plano,NonMedicalTreatment[6],_,_
201,main_resposta_0003.txt,1-52,289-291,de,NonMedicalTreatment[6],_,_
202,main_resposta_0003.txt,1-53,292-303,alimentação,NonMedicalTreatment[6],_,_
203,main_resposta_0003.txt,1-54,304-312,saudável,NonMedicalTreatment[6],_,_
204,main_resposta_0003.txt,1-55,312-313,",",_,_,_
205,main_resposta_0003.txt,1-56,314-318,seja,_,_,_
206,main_resposta_0003.txt,1-57,319-324,ativo,_,_,_
207,main_resposta_0003.txt,1-58,325-326,e,_,_,_
208,main_resposta_0003.txt,1-59,327-330,que,_,_,_
209,main_resposta_0003.txt,1-60,331-335,você,_,_,_
210,main_resposta_0003.txt,1-61,336-341,perca,_,_,_
211,main_resposta_0003.txt,1-62,342-349,gordura,_,_,_
212,main_resposta_0003.txt,1-63,350-358,corporal,_,_,_
213,main_resposta_0003.txt,1-64,359-360,a,_,_,_
214,main_resposta_0003.txt,1-65,361-366,longo,_,_,_
215,main_resposta_0003.txt,1-66,367-372,prazo,_,_,_
216,main_resposta_0003.txt,1-67,373-375,em,_,_,_
217,main_resposta_0003.txt,1-68,376-378,um,_,_,_
218,main_resposta_0003.txt,1-69,379-384,ritmo,_,_,_
219,main_resposta_0003.txt,1-70,385-392,gradual,_,_,_
220,main_resposta_0003.txt,1-71,392-393,",",_,_,_
221,main_resposta_0003.txt,1-72,394-398,para,_,_,_
222,main_resposta_0003.txt,1-73,399-402,que,_,_,_
223,main_resposta_0003.txt,1-74,403-407,você,_,_,_
224,main_resposta_0003.txt,1-75,408-415,consiga,_,_,_
225,main_resposta_0003.txt,1-76,416-426,resultados,_,_,_
226,main_resposta_0003.txt,1-77,427-435,efetivos,_,_,_
227,main_resposta_0003.txt,1-78,435-436,.,_,_,_
228,main_resposta_0004.txt,1-1,0-4,Quem,_,_,_
229,main_resposta_0004.txt,1-2,5-8,tem,_,_,_
230,main_resposta_0004.txt,1-3,9-17,diabetes,Complication,treats|treats,1-8[1_0]|1-15[2_0]
231,main_resposta_0004.txt,1-4,18-21,tem,_,_,_
232,main_resposta_0004.txt,1-5,22-25,que,_,_,_
233,main_resposta_0004.txt,1-6,26-29,ter,_,_,_
234,main_resposta_0004.txt,1-7,30-33,uma,_,_,_
235,main_resposta_0004.txt,1-8,34-39,dieta,NonMedicalTreatment[1],_,_
236,main_resposta_0004.txt,1-9,40-50,balanceada,NonMedicalTreatment[1],_,_
237,main_resposta_0004.txt,1-10,50-51,.,_,_,_
238,main_resposta_0004.txt,1-11,52-54,Se,_,_,_
239,main_resposta_0004.txt,1-12,55-60,puder,_,_,_
240,main_resposta_0004.txt,1-13,61-67,seguir,_,_,_
241,main_resposta_0004.txt,1-14,68-71,uma,_,_,_
242,main_resposta_0004.txt,1-15,72-77,dieta,NonMedicalTreatment[2],_,_
243,main_resposta_0004.txt,1-16,78-83,feita,NonMedicalTreatment[2],_,_
244,main_resposta_0004.txt,1-17,84-87,por,NonMedicalTreatment[2],_,_
245,main_resposta_0004.txt,1-18,88-90,um,NonMedicalTreatment[2],_,_
246,main_resposta_0004.txt,1-19,91-104,nutricionista,NonMedicalTreatment[2],_,_
247,main_resposta_0004.txt,1-20,104-105,",",_,_,_
248,main_resposta_0004.txt,1-21,106-112,melhor,_,_,_
249,main_resposta_0004.txt,1-22,113-118,ainda,_,_,_
250,main_resposta_0004.txt,1-23,118-119,!,_,_,_
251,main_resposta_0004.txt,1-24,120-121,É,_,_,_
252,main_resposta_0004.txt,1-25,122-125,bom,_,_,_
253,main_resposta_0004.txt,1-26,126-133,lembrar,_,_,_
254,main_resposta_0004.txt,1-27,134-137,que,_,_,_
255,main_resposta_0004.txt,1-28,138-141,não,_,_,_
256,main_resposta_0004.txt,1-29,142-143,é,_,_,_
257,main_resposta_0004.txt,1-30,144-155,recomendado,_,_,_
258,main_resposta_0004.txt,1-31,156-161,fazer,_,_,_
259,main_resposta_0004.txt,1-32,162-168,dietas,_,_,_
260,main_resposta_0004.txt,1-33,169-177,radicais,_,_,_
261,main_resposta_0004.txt,1-34,178-181,sem,_,_,_
262,main_resposta_0004.txt,1-35,182-187,ajuda,_,_,_
263,main_resposta_0004.txt,1-36,188-200,profissional,_,_,_
264,main_resposta_0004.txt,1-37,200-201,.,_,_,_
265,main_resposta_0004.txt,1-38,202-203,A,_,_,_
266,main_resposta_0004.txt,1-39,204-212,consulta,_,_,_
267,main_resposta_0004.txt,1-40,213-216,com,_,_,_
268,main_resposta_0004.txt,1-41,217-219,um,_,_,_
269,main_resposta_0004.txt,1-42,220-233,nutricionista,_,_,_
270,main_resposta_0004.txt,1-43,234-235,é,_,_,_
271,main_resposta_0004.txt,1-44,236-244,gratuita,_,_,_
272,main_resposta_0004.txt,1-45,245-249,pelo,_,_,_
273,main_resposta_0004.txt,1-46,250-253,SUS,_,_,_
274,main_resposta_0004.txt,1-47,253-254,.,_,_,_
275,main_resposta_0004.txt,1-48,255-257,Se,_,_,_
276,main_resposta_0004.txt,1-49,258-262,você,_,_,_
277,main_resposta_0004.txt,1-50,263-268,tiver,_,_,_
278,main_resposta_0004.txt,1-51,269-278,interesse,_,_,_
279,main_resposta_0004.txt,1-52,278-279,",",_,_,_
280,main_resposta_0004.txt,1-53,280-287,procure,_,_,_
281,main_resposta_0004.txt,1-54,288-289,a,_,_,_
282,main_resposta_0004.txt,1-55,290-297,Unidade,_,_,_
283,main_resposta_0004.txt,1-56,298-304,Básica,_,_,_
284,main_resposta_0004.txt,1-57,305-307,de,_,_,_
285,main_resposta_0004.txt,1-58,308-313,Saúde,_,_,_
286,main_resposta_0004.txt,1-59,313-314,.,_,_,_
287,main_resposta_0004.txt,1-60,315-316,A,_,_,_
288,main_resposta_0004.txt,1-61,317-321,vida,_,_,_
289,main_resposta_0004.txt,1-62,322-326,pode,_,_,_
290,main_resposta_0004.txt,1-63,327-330,ser,_,_,_
291,main_resposta_0004.txt,1-64,331-339,saudável,_,_,_
292,main_resposta_0004.txt,1-65,340-341,e,_,_,_
293,main_resposta_0004.txt,1-66,342-347,muito,_,_,_
294,main_resposta_0004.txt,1-67,348-357,prazerosa,_,_,_
295,main_resposta_0004.txt,1-68,358-364,também,_,_,_
296,main_resposta_0004.txt,1-69,364-365,!,_,_,_
297,main_resposta_0005.txt,1-1,0-1,A,_,_,_
298,main_resposta_0005.txt,1-2,2-7,bomba,Insulin[1],_,_
299,main_resposta_0005.txt,1-3,8-10,de,Insulin[1],_,_
300,main_resposta_0005.txt,1-4,11-18,infusão,Insulin[1],_,_
301,main_resposta_0005.txt,1-5,19-21,de,Insulin[1],_,_
302,main_resposta_0005.txt,1-6,22-30,insulina,Insulin[1],_,_
303,main_resposta_0005.txt,1-7,31-32,é,_,_,_
304,main_resposta_0005.txt,1-8,33-34,o,_,_,_
305,main_resposta_0005.txt,1-9,35-41,melhor,_,_,_
306,main_resposta_0005.txt,1-10,42-52,tratamento,_,_,_
307,main_resposta_0005.txt,1-11,53-62,existente,_,_,_
308,main_resposta_0005.txt,1-12,63-67,hoje,_,_,_
309,main_resposta_0005.txt,1-13,68-72,para,_,_,_
310,main_resposta_0005.txt,1-14,73-74,o,_,_,_
311,main_resposta_0005.txt,1-15,75-83,controle,_,_,_
312,main_resposta_0005.txt,1-16,84-86,do,_,_,_
313,main_resposta_0005.txt,1-17,87-95,diabetes,DiabetesType[2],treats,1-2[1_2]
314,main_resposta_0005.txt,1-18,96-100,tipo,DiabetesType[2],_,_
315,main_resposta_0005.txt,1-19,101-102,1,DiabetesType[2],_,_
316,main_resposta_0005.txt,1-20,102-103,.,_,_,_
317,main_resposta_0005.txt,1-21,104-108,Esse,_,_,_
318,main_resposta_0005.txt,1-22,109-117,aparelho,_,_,_
319,main_resposta_0005.txt,1-23,118-122,fica,_,_,_
320,main_resposta_0005.txt,1-24,123-130,grudado,_,_,_
321,main_resposta_0005.txt,1-25,131-133,na,_,_,_
322,main_resposta_0005.txt,1-26,134-138,pele,_,_,_
323,main_resposta_0005.txt,1-27,139-140,e,_,_,_
324,main_resposta_0005.txt,1-28,141-147,possui,_,_,_
325,main_resposta_0005.txt,1-29,148-150,um,_,_,_
326,main_resposta_0005.txt,1-30,151-157,sensor,_,_,_
327,main_resposta_0005.txt,1-31,158-161,que,_,_,_
328,main_resposta_0005.txt,1-32,162-170,monitora,_,_,_
329,main_resposta_0005.txt,1-33,171-172,a,_,_,_
330,main_resposta_0005.txt,1-34,173-183,quantidade,GlucoseValue[3],_,_
331,main_resposta_0005.txt,1-35,184-186,de,GlucoseValue[3],_,_
332,main_resposta_0005.txt,1-36,187-193,açúcar,GlucoseValue[3],_,_
333,main_resposta_0005.txt,1-37,194-196,no,GlucoseValue[3],_,_
334,main_resposta_0005.txt,1-38,197-203,sangue,GlucoseValue[3],_,_
335,main_resposta_0005.txt,1-39,204-211,durante,_,_,_
336,main_resposta_0005.txt,1-40,212-213,o,Duration[4],_,_
337,main_resposta_0005.txt,1-41,214-217,dia,Duration[4],_,_
338,main_resposta_0005.txt,1-42,218-222,todo,Duration[4],_,_
339,main_resposta_0005.txt,1-43,222-223,.,_,_,_
340,main_resposta_0005.txt,1-44,224-225,A,_,_,_
341,main_resposta_0005.txt,1-45,226-231,bomba,Insulin[5],_,_
342,main_resposta_0005.txt,1-46,232-234,de,Insulin[5],_,_
343,main_resposta_0005.txt,1-47,235-242,infusão,Insulin[5],_,_
344,main_resposta_0005.txt,1-48,243-245,de,Insulin[5],_,_
345,main_resposta_0005.txt,1-49,246-254,insulina,Insulin[5],_,_
346,main_resposta_0005.txt,1-50,255-261,libera,_,_,_
347,main_resposta_0005.txt,1-51,262-275,continuamente,_,_,_
348,main_resposta_0005.txt,1-52,276-281,doses,Insulin[6],_,_
349,main_resposta_0005.txt,1-53,282-284,de,Insulin[6],_,_
350,main_resposta_0005.txt,1-54,285-293,insulina,Insulin[6],_,_
351,main_resposta_0005.txt,1-55,294-298,para,_,_,_
352,main_resposta_0005.txt,1-56,299-306,ajustar,_,_,_
353,main_resposta_0005.txt,1-57,307-308,a,_,_,_
354,main_resposta_0005.txt,1-58,309-319,quantidade,GlucoseValue[7],treats,1-52[6_7]
355,main_resposta_0005.txt,1-59,320-322,de,GlucoseValue[7],_,_
356,main_resposta_0005.txt,1-60,323-329,açúcar,GlucoseValue[7],_,_
357,main_resposta_0005.txt,1-61,330-332,no,GlucoseValue[7],_,_
358,main_resposta_0005.txt,1-62,333-339,sangue,GlucoseValue[7],_,_
359,main_resposta_0005.txt,1-63,340-347,durante,_,_,_
360,main_resposta_0005.txt,1-64,348-350,os,_,_,_
361,main_resposta_0005.txt,1-65,351-359,períodos,Time[8],_,_
362,main_resposta_0005.txt,1-66,360-362,de,Time[8],_,_
363,main_resposta_0005.txt,1-67,363-368,jejum,Time[8],_,_
364,main_resposta_0005.txt,1-68,368-369,.,_,_,_
365,main_resposta_0005.txt,1-69,370-371,A,_,_,_
366,main_resposta_0005.txt,1-70,372-377,bomba,Insulin[9],_,_
367,main_resposta_0005.txt,1-71,378-380,de,Insulin[9],_,_
368,main_resposta_0005.txt,1-72,381-388,infusão,Insulin[9],_,_
369,main_resposta_0005.txt,1-73,389-391,de,Insulin[9],_,_
370,main_resposta_0005.txt,1-74,392-400,insulina,Insulin[9],_,_
371,main_resposta_0005.txt,1-75,402-408,também,_,_,_
372,main_resposta_0005.txt,1-76,409-415,ajusta,_,_,_
373,main_resposta_0005.txt,1-77,416-417,a,_,_,_
374,main_resposta_0005.txt,1-78,418-428,quantidade,GlucoseValue[10],treats,1-70[9_10]
375,main_resposta_0005.txt,1-79,429-431,de,GlucoseValue[10],_,_
376,main_resposta_0005.txt,1-80,432-438,açúcar,GlucoseValue[10],_,_
377,main_resposta_0005.txt,1-81,439-441,no,GlucoseValue[10],_,_
378,main_resposta_0005.txt,1-82,442-448,sangue,GlucoseValue[10],_,_
379,main_resposta_0005.txt,1-83,449-452,nos,_,_,_
380,main_resposta_0005.txt,1-84,453-461,momentos,Time[11],_,_
381,main_resposta_0005.txt,1-85,462-464,em,Time[11],_,_
382,main_resposta_0005.txt,1-86,465-468,que,Time[11],_,_
383,main_resposta_0005.txt,1-87,469-470,a,Time[11],_,_
384,main_resposta_0005.txt,1-88,471-477,pessoa,Time[11],_,_
385,main_resposta_0005.txt,1-89,478-484,ingere,Time[11],_,_
386,main_resposta_0005.txt,1-90,485-490,algum,Time[11],_,_
387,main_resposta_0005.txt,1-91,491-499,alimento,Time[11],_,_
388,main_resposta_0005.txt,1-92,499-500,.,_,_,_
389,main_resposta_0005.txt,1-93,501-502,O,_,_,_
390,main_resposta_0005.txt,1-94,503-508,maior,_,_,_
391,main_resposta_0005.txt,1-95,509-517,problema,_,_,_
392,main_resposta_0005.txt,1-96,518-523,desse,_,_,_
393,main_resposta_0005.txt,1-97,524-532,aparelho,_,_,_
394,main_resposta_0005.txt,1-98,533-534,é,_,_,_
395,main_resposta_0005.txt,1-99,535-538,que,_,_,_
396,main_resposta_0005.txt,1-100,539-542,ele,_,_,_
397,main_resposta_0005.txt,1-101,543-544,é,_,_,_
398,main_resposta_0005.txt,1-102,545-549,caro,_,_,_
399,main_resposta_0005.txt,1-103,550-554,para,_,_,_
400,main_resposta_0005.txt,1-104,555-556,a,_,_,_
401,main_resposta_0005.txt,1-105,557-562,maior,_,_,_
402,main_resposta_0005.txt,1-106,563-568,parte,_,_,_
403,main_resposta_0005.txt,1-107,569-572,das,_,_,_
404,main_resposta_0005.txt,1-108,573-580,pessoas,_,_,_
405,main_resposta_0005.txt,1-109,580-581,",",_,_,_
406,main_resposta_0005.txt,1-110,582-584,já,_,_,_
407,main_resposta_0005.txt,1-111,585-588,que,_,_,_
408,main_resposta_0005.txt,1-112,589-592,ele,_,_,_
409,main_resposta_0005.txt,1-113,593-596,não,_,_,_
410,main_resposta_0005.txt,1-114,597-601,está,_,_,_
411,main_resposta_0005.txt,1-115,602-612,disponível,_,_,_
412,main_resposta_0005.txt,1-116,613-617,pelo,_,_,_
413,main_resposta_0005.txt,1-117,618-621,SUS,_,_,_
414,main_resposta_0005.txt,1-118,621-622,.,_,_,_
415,main_resposta_0006.txt,1-1,0-1,A,_,_,_
416,main_resposta_0006.txt,1-2,2-7,bomba,Insulin[1],_,_
417,main_resposta_0006.txt,1-3,8-10,de,Insulin[1],_,_
