,File,Token ID,Token position,Token,Entity,Relation,Relation ID
133,resposta_0002.txt,1-60,307-320,gratuitamente,_,_,_
134,resposta_0002.txt,1-61,321-325,pelo,_,_,_
135,resposta_0002.txt,1-62,326-329,SUS,_,_,_
136,resposta_0002.txt,1-63,329-330,.,_,_,_
137,resposta_0002.txt,1-64,331-333,Se,_,_,_
138,resposta_0002.txt,1-65,334-338,você,_,_,_
139,resposta_0002.txt,1-66,339-344,tiver,_,_,_
140,resposta_0002.txt,1-67,345-354,interesse,_,_,_
141,resposta_0002.txt,1-68,354-355,",",_,_,_
142,resposta_0002.txt,1-69,356-363,procure,_,_,_
143,resposta_0002.txt,1-70,364-365,a,_,_,_
144,resposta_0002.txt,1-71,366-369,sua,_,_,_
145,resposta_0002.txt,1-72,370-377,Unidade,_,_,_
146,resposta_0002.txt,1-73,378-384,Básica,_,_,_
147,resposta_0002.txt,1-74,385-387,de,_,_,_
148,resposta_0002.txt,1-75,388-393,Saúde,_,_,_
149,resposta_0002.txt,1-76,393-394,.,_,_,_
150,resposta_0003.txt,1-1,0-6,Lembre,_,_,_
151,resposta_0003.txt,1-2,7-10,que,_,_,_
152,resposta_0003.txt,1-3,11-18,reduzir,NonMedicalTreatment[1],_,_
153,resposta_0003.txt,1-4,19-24,muito,NonMedicalTreatment[1],_,_
154,resposta_0003.txt,1-5,25-27,as,NonMedicalTreatment[1],_,_
155,resposta_0003.txt,1-6,28-36,calorias,NonMedicalTreatment[1],_,_
156,resposta_0003.txt,1-7,37-40,não,_,_,_
157,resposta_0003.txt,1-8,41-42,é,_,_,_
158,resposta_0003.txt,1-9,43-46,uma,_,_,_
159,resposta_0003.txt,1-10,47-52,forma,_,_,_
160,resposta_0003.txt,1-11,53-59,eficaz,_,_,_
161,resposta_0003.txt,1-12,60-62,de,_,_,_
162,resposta_0003.txt,1-13,63-69,perder,_,_,_
163,resposta_0003.txt,1-14,70-77,gordura,_,_,_
164,resposta_0003.txt,1-15,77-78,.,_,_,_
165,resposta_0003.txt,1-16,79-92,Provavelmente,_,_,_
166,resposta_0003.txt,1-17,93-96,vai,_,_,_
167,resposta_0003.txt,1-18,97-103,servir,_,_,_
168,resposta_0003.txt,1-19,104-108,mais,_,_,_
169,resposta_0003.txt,1-20,109-113,para,_,_,_
170,resposta_0003.txt,1-21,114-119,mudar,Complication[2],causes,1-3[1_2]
171,resposta_0003.txt,1-22,120-123,seu,Complication[2],_,_
172,resposta_0003.txt,1-23,124-135,metabolismo,Complication[2],_,_
173,resposta_0003.txt,1-24,136-138,do,_,_,_
174,resposta_0003.txt,1-25,139-142,que,_,_,_
175,resposta_0003.txt,1-26,143-147,para,_,_,_
176,resposta_0003.txt,1-27,148-157,conseguir,_,_,_
177,resposta_0003.txt,1-28,158-168,resultados,_,_,_
178,resposta_0003.txt,1-29,169-179,duradouros,_,_,_
179,resposta_0003.txt,1-30,179-180,.,_,_,_
180,resposta_0003.txt,1-31,181-184,Uma,_,_,_
181,resposta_0003.txt,1-32,185-189,meta,GlucoseValue[3],_,_
182,resposta_0003.txt,1-33,190-192,de,GlucoseValue[3],_,_
183,resposta_0003.txt,1-34,193-201,glicemia,GlucoseValue[3],_,_
184,resposta_0003.txt,1-35,202-207,seria,_,_,_
185,resposta_0003.txt,1-36,208-211,ter,_,_,_
186,resposta_0003.txt,1-37,212-217,menos,GlucoseValue[4],_,_
187,resposta_0003.txt,1-38,218-220,de,GlucoseValue[4],_,_
188,resposta_0003.txt,1-39,221-224,100,GlucoseValue[4],_,_
189,resposta_0003.txt,1-40,225-227,em,Time[5],has,1-37[4_5]
190,resposta_0003.txt,1-41,228-233,jejum,Time[5],_,_
191,resposta_0003.txt,1-42,233-234,.,_,_,_
192,resposta_0003.txt,1-43,235-241,Sugiro,_,_,_
193,resposta_0003.txt,1-44,242-245,que,_,_,_
194,resposta_0003.txt,1-45,246-250,você,_,_,_
195,resposta_0003.txt,1-46,251-258,procure,_,_,_
196,resposta_0003.txt,1-47,259-270,orientações,_,_,_
197,resposta_0003.txt,1-48,271-275,para,_,_,_
198,resposta_0003.txt,1-49,276-279,ter,_,_,_
199,resposta_0003.txt,1-50,280-282,um,_,_,_
200,resposta_0003.txt,1-51,283-288,plano,NonMedicalTreatment[6],_,_
201,resposta_0003.txt,1-52,289-291,de,NonMedicalTreatment[6],_,_
202,resposta_0003.txt,1-53,292-303,alimentação,NonMedicalTreatment[6],_,_
203,resposta_0003.txt,1-54,304-312,saudável,NonMedicalTreatment[6],_,_
204,resposta_0003.txt,1-55,312-313,",",_,_,_
205,resposta_0003.txt,1-56,314-318,seja,_,_,_
206,resposta_0003.txt,1-57,319-324,ativo,_,_,_
207,resposta_0003.txt,1-58,325-326,e,_,_,_
208,resposta_0003.txt,1-59,327-330,que,_,_,_
209,resposta_0003.txt,1-60,331-335,você,_,_,_
210,resposta_0003.txt,1-61,336-341,perca,_,_,_
211,resposta_0003.txt,1-62,342-349,gordura,_,_,_
212,resposta_0003.txt,1-63,350-358,corporal,_,_,_
213,resposta_0003.txt,1-64,359-360,a,_,_,_
214,resposta_0003.txt,1-65,361-366,longo,_,_,_
215,resposta_0003.txt,1-66,367-372,prazo,_,_,_
216,resposta_0003.txt,1-67,373-375,em,_,_,_
217,resposta_0003.txt,1-68,376-378,um,_,_,_
218,resposta_0003.txt,1-69,379-384,ritmo,_,_,_
219,resposta_0003.txt,1-70,385-392,gradual,_,_,_
220,resposta_0003.txt,1-71,392-393,",",_,_,_
221,resposta_0003.txt,1-72,394-398,para,_,_,_
222,resposta_0003.txt,1-73,399-402,que,_,_,_
223,resposta_0003.txt,1-74,403-407,você,_,_,_
224,resposta_0003.txt,1-75,408-415,consiga,_,_,_
225,resposta_0003.txt,1-76,416-426,resultados,_,_,_
226,resposta_0003.txt,1-77,427-435,efetivos,_,_,_
227,resposta_0003.txt,1-78,435-436,.,_,_,_
228,resposta_0004.txt,1-1,0-4,Quem,_,_,_
229,resposta_0004.txt,1-2,5-8,tem,_,_,_
230,resposta_0004.txt,1-3,9-17,diabetes,Complication,treats|treats,1-8[1_0]|1-15[2_0]
231,resposta_0004.txt,1-4,18-21,tem,_,_,_
232,resposta_0004.txt,1-5,22-25,que,_,_,_
233,resposta_0004.txt,1-6,26-29,ter,_,_,_
234,resposta_0004.txt,1-7,30-33,uma,_,_,_
235,resposta_0004.txt,1-8,34-39,dieta,NonMedicalTreatment[1],_,_
236,resposta_0004.txt,1-9,40-50,balanceada,NonMedicalTreatment[1],_,_
237,resposta_0004.txt,1-10,50-51,.,_,_,_
238,resposta_0004.txt,1-11,52-54,Se,_,_,_
239,resposta_0004.txt,1-12,55-60,puder,_,_,_
240,resposta_0004.txt,1-13,61-67,seguir,_,_,_
241,resposta_0004.txt,1-14,68-71,uma,_,_,_
242,resposta_0004.txt,1-15,72-77,dieta,NonMedicalTreatment[2],_,_
243,resposta_0004.txt,1-16,78-83,feita,NonMedicalTreatment[2],_,_
244,resposta_0004.txt,1-17,84-87,por,NonMedicalTreatment[2],_,_
245,resposta_0004.txt,1-18,88-90,um,NonMedicalTreatment[2],_,_
246,resposta_0004.txt,1-19,91-104,nutricionista,NonMedicalTreatment[2],_,_
247,resposta_0004.txt,1-20,104-105,",",_,_,_
248,resposta_0004.txt,1-21,106-112,melhor,_,_,_
249,resposta_0004.txt,1-22,113-118,ainda,_,_,_
250,resposta_0004.txt,1-23,118-119,!,_,_,_
251,resposta_0004.txt,1-24,120-121,É,_,_,_
252,resposta_0004.txt,1-25,122-125,bom,_,_,_
253,resposta_0004.txt,1-26,126-133,lembrar,_,_,_
254,resposta_0004.txt,1-27,134-137,que,_,_,_
255,resposta_0004.txt,1-28,138-141,não,_,_,_
256,resposta_0004.txt,1-29,142-143,é,_,_,_
257,resposta_0004.txt,1-30,144-155,recomendado,_,_,_
258,resposta_0004.txt,1-31,156-161,fazer,_,_,_
259,resposta_0004.txt,1-32,162-168,dietas,_,_,_
260,resposta_0004.txt,1-33,169-177,radicais,_,_,_
261,resposta_0004.txt,1-34,178-181,sem,_,_,_
262,resposta_0004.txt,1-35,182-187,ajuda,_,_,_
263,resposta_0004.txt,1-36,188-200,profissional,_,_,_
264,resposta_0004.txt,1-37,200-201,.,_,_,_
265,resposta_0004.txt,1-38,202-203,A,_,_,_
266,resposta_0004.txt,1-39,204-212,consulta,_,_,_
267,resposta_0004.txt,1-40,213-216,com,_,_,_
268,resposta_0004.txt,1-41,217-219,um,_,_,_
269,resposta_0004.txt,1-42,220-233,nutricionista,_,_,_
270,resposta_0004.txt,1-43,234-235,é,_,_,_
271,resposta_0004.txt,1-44,236-244,gratuita,_,_,_
272,resposta_0004.txt,1-45,245-249,pelo,_,_,_
273,resposta_0004.txt,1-46,250-253,SUS,_,_,_
274,resposta_0004.txt,1-47,253-254,.,_,_,_
275,resposta_0004.txt,1-48,255-257,Se,_,_,_
276,resposta_0004.txt,1-49,258-262,você,_,_,_
277,resposta_0004.txt,1-50,263-268,tiver,_,_,_
278,resposta_0004.txt,1-51,269-278,interesse,_,_,_
279,resposta_0004.txt,1-52,278-279,",",_,_,_
280,resposta_0004.txt,1-53,280-287,procure,_,_,_
281,resposta_0004.txt,1-54,288-289,a,_,_,_
282,resposta_0004.txt,1-55,290-297,Unidade,_,_,_
283,resposta_0004.txt,1-56,298-304,Básica,_,_,_
284,resposta_0004.txt,1-57,305-307,de,_,_,_
285,resposta_0004.txt,1-58,308-313,Saúde,_,_,_
286,resposta_0004.txt,1-59,313-314,.,_,_,_
287,resposta_0004.txt,1-60,315-316,A,_,_,_
288,resposta_0004.txt,1-61,317-321,vida,_,_,_
289,resposta_0004.txt,1-62,322-326,pode,_,_,_
290,resposta_0004.txt,1-63,327-330,ser,_,_,_
291,resposta_0004.txt,1-64,331-339,saudável,_,_,_
292,resposta_0004.txt,1-65,340-341,e,_,_,_
293,resposta_0004.txt,1-66,342-347,muito,_,_,_
294,resposta_0004.txt,1-67,348-357,prazerosa,_,_,_
295,resposta_0004.txt,1-68,358-364,também,_,_,_
296,resposta_0004.txt,1-69,364-365,!,_,_,_
297,resposta_0005.txt,1-1,0-1,A,_,_,_
298,resposta_0005.txt,1-2,2-7,bomba,Insulin[1],_,_
299,resposta_0005.txt,1-3,8-10,de,Insulin[1],_,_
300,resposta_0005.txt,1-4,11-18,infusão,Insulin[1],_,_
301,resposta_0005.txt,1-5,19-21,de,Insulin[1],_,_
302,resposta_0005.txt,1-6,22-30,insulina,Insulin[1],_,_
303,resposta_0005.txt,1-7,31-32,é,_,_,_
304,resposta_0005.txt,1-8,33-34,o,_,_,_
305,resposta_0005.txt,1-9,35-41,melhor,_,_,_
306,resposta_0005.txt,1-10,42-52,tratamento,_,_,_
307,resposta_0005.txt,1-11,53-62,existente,_,_,_
308,resposta_0005.txt,1-12,63-67,hoje,_,_,_
309,resposta_0005.txt,1-13,68-72,para,_,_,_
310,resposta_0005.txt,1-14,73-74,o,_,_,_
311,resposta_0005.txt,1-15,75-83,controle,_,_,_
312,resposta_0005.txt,1-16,84-86,do,_,_,_
313,resposta_0005.txt,1-17,87-95,diabetes,DiabetesType[2],treats,1-2[1_2]
314,resposta_0005.txt,1-18,96-100,tipo,DiabetesType[2],_,_
315,resposta_0005.txt,1-19,101-102,1,DiabetesType[2],_,_
316,resposta_0005.txt,1-20,102-103,.,_,_,_
317,resposta_0005.txt,1-21,104-108,Esse,_,_,_
318,resposta_0005.txt,1-22,109-117,aparelho,_,_,_
319,resposta_0005.txt,1-23,118-122,fica,_,_,_
320,resposta_0005.txt,1-24,123-130,grudado,_,_,_
321,resposta_0005.txt,1-25,131-133,na,_,_,_
322,resposta_0005.txt,1-26,134-138,pele,_,_,_
323,resposta_0005.txt,1-27,139-140,e,_,_,_
324,resposta_0005.txt,1-28,141-147,possui,_,_,_
325,resposta_0005.txt,1-29,148-150,um,_,_,_
326,resposta_0005.txt,1-30,151-157,sensor,_,_,_
327,resposta_0005.txt,1-31,158-161,que,_,_,_
328,resposta_0005.txt,1-32,162-170,monitora,_,_,_
329,resposta_0005.txt,1-33,171-172,a,_,_,_
330,resposta_0005.txt,1-34,173-183,quantidade,GlucoseValue[3],_,_
331,resposta_0005.txt,1-35,184-186,de,GlucoseValue[3],_,_
332,resposta_0005.txt,1-36,187-193,açúcar,GlucoseValue[3],_,_
333,resposta_0005.txt,1-37,194-196,no,GlucoseValue[3],_,_
334,resposta_0005.txt,1-38,197-203,sangue,GlucoseValue[3],_,_
335,resposta_0005.txt,1-39,204-211,durante,_,_,_
336,resposta_0005.txt,1-40,212-213,o,Duration[4],_,_
337,resposta_0005.txt,1-41,214-217,dia,Duration[4],_,_
338,resposta_0005.txt,1-42,218-222,todo,Duration[4],_,_
339,resposta_0005.txt,1-43,222-223,.,_,_,_
340,resposta_0005.txt,1-44,224-225,A,_,_,_
341,resposta_0005.txt,1-45,226-231,bomba,Insulin[5],_,_
342,resposta_0005.txt,1-46,232-234,de,Insulin[5],_,_
343,resposta_0005.txt,1-47,235-242,infusão,Insulin[5],_,_
344,resposta_0005.txt,1-48,243-245,de,Insulin[5],_,_
345,resposta_0005.txt,1-49,246-254,insulina,Insulin[5],_,_
346,resposta_0005.txt,1-50,255-261,libera,_,_,_
347,resposta_0005.txt,1-51,262-275,continuamente,_,_,_
348,resposta_0005.txt,1-52,276-281,doses,Insulin[6],_,_
349,resposta_0005.txt,1-53,282-284,de,Insulin[6],_,_
350,resposta_0005.txt,1-54,285-293,insulina,Insulin[6],_,_
351,resposta_0005.txt,1-55,294-298,para,_,_,_
352,resposta_0005.txt,1-56,299-306,ajustar,_,_,_
353,resposta_0005.txt,1-57,307-308,a,_,_,_
354,resposta_0005.txt,1-58,309-319,quantidade,GlucoseValue[7],treats,1-52[6_7]
355,resposta_0005.txt,1-59,320-322,de,GlucoseValue[7],_,_
356,resposta_0005.txt,1-60,323-329,açúcar,GlucoseValue[7],_,_
357,resposta_0005.txt,1-61,330-332,no,GlucoseValue[7],_,_
358,resposta_0005.txt,1-62,333-339,sangue,GlucoseValue[7],_,_
359,resposta_0005.txt,1-63,340-347,durante,_,_,_
360,resposta_0005.txt,1-64,348-350,os,_,_,_
361,resposta_0005.txt,1-65,351-359,períodos,Time[8],_,_
362,resposta_0005.txt,1-66,360-362,de,Time[8],_,_
363,resposta_0005.txt,1-67,363-368,jejum,Time[8],_,_
364,resposta_0005.txt,1-68,368-369,.,_,_,_
365,resposta_0005.txt,1-69,370-371,A,_,_,_
366,resposta_0005.txt,1-70,372-377,bomba,Insulin[9],_,_
367,resposta_0005.txt,1-71,378-380,de,Insulin[9],_,_
368,resposta_0005.txt,1-72,381-388,infusão,Insulin[9],_,_
369,resposta_0005.txt,1-73,389-391,de,Insulin[9],_,_
370,resposta_0005.txt,1-74,392-400,insulina,Insulin[9],_,_
371,resposta_0005.txt,1-75,402-408,também,_,_,_
372,resposta_0005.txt,1-76,409-415,ajusta,_,_,_
373,resposta_0005.txt,1-77,416-417,a,_,_,_
374,resposta_0005.txt,1-78,418-428,quantidade,GlucoseValue[10],treats,1-70[9_10]
375,resposta_0005.txt,1-79,429-431,de,GlucoseValue[10],_,_
376,resposta_0005.txt,1-80,432-438,açúcar,GlucoseValue[10],_,_
377,resposta_0005.txt,1-81,439-441,no,GlucoseValue[10],_,_
378,resposta_0005.txt,1-82,442-448,sangue,GlucoseValue[10],_,_
379,resposta_0005.txt,1-83,449-452,nos,_,_,_
380,resposta_0005.txt,1-84,453-461,momentos,Time[11],_,_
381,resposta_0005.txt,1-85,462-464,em,Time[11],_,_
382,resposta_0005.txt,1-86,465-468,que,Time[11],_,_
383,resposta_0005.txt,1-87,469-470,a,Time[11],_,_
384,resposta_0005.txt,1-88,471-477,pessoa,Time[11],_,_
385,resposta_0005.txt,1-89,478-484,ingere,Time[11],_,_
386,resposta_0005.txt,1-90,485-490,algum,Time[11],_,_
387,resposta_0005.txt,1-91,491-499,alimento,Time[11],_,_
388,resposta_0005.txt,1-92,499-500,.,_,_,_
389,resposta_0005.txt,1-93,501-502,O,_,_,_
390,resposta_0005.txt,1-94,503-508,maior,_,_,_
391,resposta_0005.txt,1-95,509-517,problema,_,_,_
392,resposta_0005.txt,1-96,518-523,desse,_,_,_
393,resposta_0005.txt,1-97,524-532,aparelho,_,_,_
394,resposta_0005.txt,1-98,533-534,é,_,_,_
395,resposta_0005.txt,1-99,535-538,que,_,_,_
396,resposta_0005.txt,1-100,539-542,ele,_,_,_
397,resposta_0005.txt,1-101,543-544,é,_,_,_
398,resposta_0005.txt,1-102,545-549,caro,_,_,_
399,resposta_0005.txt,1-103,550-554,para,_,_,_
400,resposta_0005.txt,1-104,555-556,a,_,_,_
401,resposta_0005.txt,1-105,557-562,maior,_,_,_
402,resposta_0005.txt,1-106,563-568,parte,_,_,_
403,resposta_0005.txt,1-107,569-572,das,_,_,_
404,resposta_0005.txt,1-108,573-580,pessoas,_,_,_
405,resposta_0005.txt,1-109,580-581,",",_,_,_
406,resposta_0005.txt,1-110,582-584,já,_,_,_
407,resposta_0005.txt,1-111,585-588,que,_,_,_
408,resposta_0005.txt,1-112,589-592,ele,_,_,_
409,resposta_0005.txt,1-113,593-596,não,_,_,_
410,resposta_0005.txt,1-114,597-601,está,_,_,_
411,resposta_0005.txt,1-115,602-612,disponível,_,_,_
412,resposta_0005.txt,1-116,613-617,pelo,_,_,_
413,resposta_0005.txt,1-117,618-621,SUS,_,_,_
414,resposta_0005.txt,1-118,621-622,.,_,_,_
415,resposta_0006.txt,1-1,0-1,A,_,_,_
416,resposta_0006.txt,1-2,2-7,bomba,Insulin[1],_,_
417,resposta_0006.txt,1-3,8-10,de,Insulin[1],_,_
418,resposta_0006.txt,1-4,11-18,infusão,Insulin[1],_,_
419,resposta_0006.txt,1-5,19-21,de,Insulin[1],_,_
420,resposta_0006.txt,1-6,22-30,insulina,Insulin[1],_,_
421,resposta_0006.txt,1-7,31-32,é,_,_,_
422,resposta_0006.txt,1-8,33-34,o,_,_,_
423,resposta_0006.txt,1-9,35-41,melhor,_,_,_
424,resposta_0006.txt,1-10,42-52,tratamento,_,_,_
425,resposta_0006.txt,1-11,53-62,existente,_,_,_
426,resposta_0006.txt,1-12,63-67,hoje,_,_,_
427,resposta_0006.txt,1-13,68-72,para,_,_,_
428,resposta_0006.txt,1-14,73-74,o,_,_,_
429,resposta_0006.txt,1-15,75-83,controle,_,_,_
430,resposta_0006.txt,1-16,84-86,do,_,_,_
431,resposta_0006.txt,1-17,87-95,diabetes,DiabetesType[2],treats,1-2[1_2]
432,resposta_0006.txt,1-18,96-100,tipo,DiabetesType[2],_,_
433,resposta_0006.txt,1-19,101-102,1,DiabetesType[2],_,_
434,resposta_0006.txt,1-20,102-103,.,_,_,_
435,resposta_0006.txt,1-21,104-108,Esse,_,_,_
436,resposta_0006.txt,1-22,109-117,aparelho,_,_,_
437,resposta_0006.txt,1-23,118-122,fica,_,_,_
438,resposta_0006.txt,1-24,123-130,grudado,_,_,_
439,resposta_0006.txt,1-25,131-133,na,_,_,_
440,resposta_0006.txt,1-26,134-138,pele,_,_,_
441,resposta_0006.txt,1-27,139-140,e,_,_,_
442,resposta_0006.txt,1-28,141-147,possui,_,_,_
443,resposta_0006.txt,1-29,148-150,um,_,_,_
444,resposta_0006.txt,1-30,151-157,sensor,_,_,_
