#FORMAT=WebAnno TSV 3.2


#Text=O diabetes tipo 1 é uma doença crônica causada pela destruição das células do pâncreas que produzem insulina. Normalmente, o início dos sintomas é abrupto, sendo os mais comuns: aumento no volume de urina, aumento na sensação de sede, aumento da fome e perda de peso sem fazer dieta. É mais comum o seu aparecimento em crianças e adolescentes, mas também pode surgir em adultos ou até idosos. O tratamento do diabetes tipo 1 sempre inclui insulina, além de um bom controle da alimentação, realização de atividades físicas e controle rigoroso com um médico.
2-25	697-705	insulina	
2-26	705-706	.	
2-27	707-718	Normalmente	
2-28	718-719	,	
2-29	720-727	somente	
2-30	728-733	casos	
2-31	734-740	graves	
2-32	741-751	manifestam	
2-33	752-760	sintomas	
2-34	760-761	,	
2-35	762-767	sendo	
2-36	768-769	o	
2-37	770-774	mais	
2-38	775-780	comum	
2-39	781-784	que	
2-40	785-786	o	
2-41	787-798	diagnóstico	
2-42	799-803	seja	
2-43	804-809	feito	
2-44	810-813	por	
2-45	814-818	meio	
2-46	819-821	de	
2-47	822-827	exame	
2-48	828-830	de	
2-49	831-839	rastreio	
2-50	839-840	.	
2-51	841-842	É	
2-52	843-847	mais	
2-53	848-853	comum	
2-54	854-855	o	
2-55	856-859	seu	
2-56	860-872	aparecimento	
2-57	873-875	em	
2-58	876-883	adultos	
2-59	884-885	e	
2-60	886-892	idosos	
2-61	892-893	,	
2-62	894-897	mas	
2-63	898-904	também	
2-64	905-909	pode	
2-65	910-916	surgir	
2-66	917-919	em	
2-67	920-932	adolescentes	
2-68	933-935	ou	
2-69	936-939	até	
2-70	940-948	crianças	
2-71	948-949	.	
2-72	950-956	Alguns	
2-73	957-960	dos	
2-74	961-971	principais	
2-75	972-979	fatores	
2-76	980-982	de	
2-77	983-988	risco	
2-78	989-992	são	
2-79	993-998	idade	
2-80	999-1000	(	
2-81	1000-1007	adultos	
2-82	1008-1009	e	
2-83	1010-1016	idosos	
2-84	1016-1017	)	
2-85	1017-1018	,	
2-86	1019-1031	sedentarismo	
2-87	1031-1032	,	
2-88	1033-1038	dieta	
2-89	1039-1049	inadequada	
2-90	1049-1050	,	
2-91	1051-1060	tabagismo	
2-92	1060-1061	,	
2-93	1062-1069	pressão	
2-94	1070-1074	alta	
2-95	1074-1075	,	
2-96	1076-1088	dislipidemia	
2-97	1089-1090	(	
2-98	1090-1100	colesterol	
2-99	1101-1105	alto	
2-100	1105-1106	)	
2-101	1106-1107	,	
2-102	1108-1117	obesidade	
2-103	1117-1118	,	
2-104	1119-1131	pré-diabetes	
2-105	1131-1132	,	
2-106	1133-1141	história	
2-107	1142-1144	de	
2-108	1145-1153	diabetes	
2-109	1154-1165	gestacional	
2-110	1166-1167	e	
2-111	1168-1175	pessoas	
2-112	1176-1179	com	
2-113	1180-1188	diabetes	
2-114	1189-1193	tipo	
2-115	1194-1195	2	
2-116	1196-1198	na	
2-117	1199-1206	família	
2-118	1206-1207	.	
2-119	1208-1209	O	
2-120	1210-1220	tratamento	
2-121	1221-1223	do	
2-122	1224-1232	diabetes	
2-123	1233-1237	tipo	
2-124	1238-1239	2	
2-125	1240-1243	vai	
2-126	1244-1252	depender	
2-127	1253-1255	de	
2-128	1256-1259	sua	
2-129	1260-1269	gravidade	
2-130	1269-1270	,	
2-131	1271-1278	podendo	
2-132	1279-1282	ser	
2-133	1283-1288	feito	
2-134	1289-1292	com	
2-135	1293-1305	medicamentos	
2-136	1306-1311	orais	
2-137	1312-1314	ou	
2-138	1315-1325	injetáveis	
2-139	1326-1327	e	
2-140	1327-1328	,	
2-141	1329-1331	às	
2-142	1332-1337	vezes	
2-143	1337-1338	,	
2-144	1339-1351	necessitando	
2-145	1352-1354	do	
2-146	1355-1358	uso	
2-147	1359-1361	de	
2-148	1362-1370	insulina	
2-149	1370-1371	.	
2-150	1372-1377	Porém	
2-151	1377-1378	,	
2-152	1379-1391	independente	
2-153	1392-1394	do	
2-154	1395-1398	uso	
2-155	1399-1401	de	
2-156	1402-1414	medicamentos	
2-157	1414-1415	,	
2-158	1416-1417	é	
2-159	1418-1429	fundamental	
2-160	1430-1432	um	
2-161	1433-1436	bom	
2-162	1437-1445	controle	
2-163	1446-1448	da	
2-164	1449-1460	alimentação	
2-165	1460-1461	,	
2-166	1462-1472	realização	
2-167	1473-1475	de	
2-168	1476-1486	atividades	
2-169	1487-1494	físicas	
2-170	1494-1495	,	
2-171	1496-1501	perda	
2-172	1502-1504	de	
2-173	1505-1509	peso	
2-174	1510-1511	e	
2-175	1512-1520	controle	
2-176	1521-1529	rigoroso	
2-177	1530-1533	com	
2-178	1534-1536	um	
2-179	1537-1543	médico	
2-180	1543-1544	.	

#Text=Tanto o diabetes tipo 1 quanto o tipo 2 podem ser muito graves, mas felizmente as duas podem ser controladas! Para isso, é preciso seguir as recomendações nutricionais e as medicações prescritas pelo médico.
3-1	1547-1552	Tanto	
3-2	1553-1554	o	
3-3	1555-1563	diabetes	
3-4	1564-1568	tipo	
3-5	1569-1570	1	
3-6	1571-1577	quanto	
3-7	1578-1579	o	
3-8	1580-1584	tipo	
3-9	1585-1586	2	
3-10	1587-1592	podem	
3-11	1593-1596	ser	
3-12	1597-1602	muito	
3-13	1603-1609	graves	
3-14	1609-1610	,	
3-15	1611-1614	mas	
3-16	1615-1625	felizmente	
3-17	1626-1628	as	
3-18	1629-1633	duas	
3-19	1634-1639	podem	
3-20	1640-1643	ser	
3-21	1644-1655	controladas	
3-22	1655-1656	!	
3-23	1657-1661	Para	
3-24	1662-1666	isso	
3-25	1666-1667	,	
3-26	1668-1669	é	
3-27	1670-1677	preciso	
3-28	1678-1684	seguir	
3-29	1685-1687	as	
3-30	1688-1701	recomendações	
3-31	1702-1714	nutricionais	
3-32	1715-1716	e	
3-33	1717-1719	as	
3-34	1720-1730	medicações	
3-35	1731-1741	prescritas	
3-36	1742-1746	pelo	
3-37	1747-1753	médico	
3-38	1753-1754	.	
