id,token,pred_tag,true_tag
2,ou,O,O
2,por,O,O
2,outras,O,O
2,razões,O,O
2,.,O,O
2,Além,O,O
2,disso,O,O
2,",",O,O
2,é,O,O
2,papel,O,O
2,do,O,O
2,medico,O,O
2,decidir,O,O
2,",",O,O
2,junto,O,O
2,a,O,O
2,você,O,O
2,",",O,O
2,se,O,O
2,o,O,O
2,ganho,B-Symptom,B-Symptom
2,de,I-Symptom,I-Symptom
2,peso,I-Symptom,I-Symptom
2,justifica,I-Symptom,O
2,ou,O,O
2,não,O,O
2,a,O,O
2,suspensão,O,O
2,/,O,O
2,substituição,O,O
2,do,O,O
2,remédio,O,O
2,.,O,O
3,A,O,O
3,semente,B-Food,B-Food
3,de,I-Food,I-Food
3,alpiste,I-Food,I-Food
3,é,O,O
3,fonte,O,O
3,de,O,O
3,amido,O,B-Food
3,(,O,I-Food
3,carboidrato,I-Food,I-Food
3,),O,I-Food
3,",",O,O
3,proteínas,I-Food,B-Food
3,e,O,O
3,gorduras,I-Food,I-Food
3,",",O,O
3,sendo,O,O
3,assim,O,O
3,",",O,O
3,o,O,O
3,leite,B-Food,I-Food
3,obtido,I-Food,O
3,a,O,O
3,partir,O,O
3,dela,O,O
3,pode,O,O
3,ser,O,O
3,consumido,O,O
3,por,O,O
3,diabéticos,O,O
3,.,O,O
3,Porém,O,O
3,",",O,O
3,se,O,O
3,atente,O,O
3,à,O,O
3,quantidade,O,O
3,assim,O,O
3,como,O,O
3,qualquer,O,O
3,alimento,O,O
3,",",O,O
3,uma,O,O
3,vez,O,O
3,que,O,O
3,todo,O,O
3,o,O,O
3,exagero,O,O
3,é,O,O
3,prejudicial,O,O
3,.,O,O
3,Para,O,O
3,uma,O,O
3,orientação,O,O
3,mais,O,O
3,específica,O,O
3,o,O,O
3,ideal,O,O
3,é,O,O
3,que,O,O
3,você,O,O
3,se,O,O
3,consulte,O,O
3,com,O,O
3,um,O,O
3,nutricionista,O,O
3,(,O,O
3,que,O,O
3,estão,O,O
3,disponíveis,O,O
3,gratuitamente,O,O
3,no,O,O
3,SUS,O,O
3,),O,O
3,pois,O,O
3,ele,O,O
3,poderá,O,O
3,montar,O,O
3,uma,O,O
3,dieta,O,O
3,ideal,O,O
3,para,O,O
3,as,O,O
3,suas,O,O
3,necessidades,O,O
3,.,O,O
4,Essa,O,O
4,é,O,O
4,uma,O,O
4,boa,O,O
4,composição,O,O
4,",",O,O
4,lembre-se,O,O
4,que,O,O
4,a,O,O
4,salada,I-Food,B-Food
4,deve,O,O
4,preecher,O,O
4,pelo,O,O
4,menos,O,O
4,metade,B-Dose,B-Dose
4,do,I-Dose,I-Dose
4,prato,I-Dose,I-Dose
4,.,O,O
4,Para,O,O
4,uma,O,O
4,orientação,O,O
4,mais,O,O
4,específica,O,O
4,o,O,O
4,ideal,O,O
4,é,O,O
4,que,O,O
4,você,O,O
4,se,O,O
4,consulte,O,O
4,com,O,O
4,um,O,O
4,nutricionista,O,O
4,(,O,O
4,que,O,O
4,estão,O,O
4,disponíveis,O,O
4,gratuitamente,O,O
4,no,O,O
4,SUS,O,O
4,),O,O
4,pois,O,O
4,ele,O,O
4,poderá,O,O
4,montar,O,O
4,uma,O,O
4,dieta,O,O
4,ideal,O,O
4,para,O,O
4,as,O,O
4,suas,O,O
4,necessidades,O,O
4,.,O,O
5,A,O,O
5,farinha,B-Food,B-Food
5,de,I-Food,I-Food
5,trigo,I-Food,I-Food
5,é,O,O
5,fonte,O,O
5,de,O,O
5,amido,O,O
5,",",O,O
5,ou,O,O
5,seja,O,O
5,",",O,O
5,carboidrato,I-Food,B-Food
5,.,O,O
5,Ela,O,O
5,deve,O,O
5,ser,O,O
5,consumida,O,O
5,com,O,O
5,moderação,O,O
5,",",O,O
5,bem,O,O
5,como,O,O
5,as,O,O
5,frituras,B-Food,I-Food
5,",",O,O
5,que,O,O
5,são,O,O
5,ricas,O,O
5,em,O,O
5,gorduras,B-Food,I-Food
5,.,O,O
5,Sendo,O,O
5,assim,O,O
5,",",O,O
5,ela,O,O
5,pode,O,O
5,ser,O,O
5,utilizada,O,O
5,para,O,O
5,empanar,O,O
5,",",O,O
5,mas,O,O
5,se,O,O
5,atente,O,O
5,à,O,O
5,quantidade,O,O
5,de,O,O
5,farinha,I-Food,I-Food
5,e,O,O
5,da,O,O
5,fritura,O,I-Food
5,a,O,O
5,ser,O,O
5,consumida,O,O
5,.,O,O
5,Para,O,O
5,uma,O,O
5,orientação,O,O
5,mais,O,O
5,específica,O,O
5,o,O,O
5,ideal,O,O
5,é,O,O
5,que,O,O
5,você,O,O
5,se,O,O
5,consulte,O,O
5,com,O,O
5,um,O,O
5,nutricionista,O,O
5,(,O,O
5,que,O,O
5,estão,O,O
5,disponíveis,O,O
5,gratuitamente,O,O
5,no,O,O
5,SUS,O,O
5,),O,O
5,pois,O,O
5,ele,O,O
5,poderá,O,O
5,montar,O,O
5,uma,O,O
5,dieta,O,O
5,ideal,O,O
5,para,O,O
5,as,O,O
5,suas,O,O
5,necessidades,O,O
5,.,O,O
6,Esse,O,O
6,valor,O,O
6,de,O,O
6,hemoglobina,O,B-Test
6,glicada,O,I-Test
6,indica,O,O
6,que,O,O
6,você,O,O
6,pode,O,O
6,ter,O,O
6,"""",O,O
6,pré-diabetes,O,O
6,"""",O,O
6,.,O,O
6,No,O,O
6,entanto,O,O
6,",",O,O
6,é,O,O
6,importante,O,O
6,levar,O,O
6,o,O,O
6,resultado,O,O
6,desse,O,O
6,exame,O,O
6,para,O,O
6,um,O,O
6,médico,O,O
6,.,O,O
6,Ele,O,O
6,fará,O,O
6,uma,O,O
6,avaliação,O,O
6,levando,O,O
6,em,O,O
6,conta,O,O
6,esse,O,O
6,resultado,O,O
6,e,O,O
6,o,O,O
6,seu,O,O
6,estado,O,O
6,geral,O,O
6,de,O,O
6,saúde,O,O
6,.,O,O
6,O,O,O
6,médico,O,O
6,também,O,O
6,poderá,O,O
6,te,O,O
6,pedir,O,O
6,para,O,O
6,fazer,O,O
6,outros,O,O
6,exames,O,O
6,para,O,O
6,ter,O,O
6,certeza,O,O
6,se,O,O
6,você,O,O
6,tem,O,O
6,ou,O,O
6,não,O,O
6,"""",O,O
6,pré-diabetes,O,O
6,"""",O,O
6,.,O,O
7,A,O,O
7,pipoca,B-Food,B-Food
7,de,I-Food,I-Food
7,microondas,I-Food,I-Food
7,possui,O,O
7,uma,O,O
7,grande,O,O
7,quantidade,O,O
7,de,O,O
7,gordura,I-Food,B-Food
7,",",O,O
7,sódio,I-Food,I-Food
7,e,O,O
7,aditivos,O,O
7,químicos,O,O
7,",",O,O
7,além,O,O
7,disso,O,O
7,",",O,O
7,as,O,O
7,opções,O,O
7,doces,I-Food,O
7,são,O,O
7,ricas,O,O
7,em,O,O
7,açúcar,I-Food,I-Food
7,e,O,O
7,xaropes,O,B-Food
7,(,O,I-Food
7,açúcar,I-Food,I-Food
7,),O,I-Food
7,.,O,O
7,Por,O,O
7,isso,O,O
7,",",O,O
7,o,O,O
7,ideal,O,O
7,é,O,O
7,substituí-la,O,O
7,pela,O,O
7,pipoca,O,B-Food
7,tradicional,O,I-Food
7,feita,O,I-Food
7,na,O,I-Food
7,panela,O,I-Food
7,",",O,O
7,que,O,O
7,é,O,O
7,um,O,O
7,alimento,O,O
7,rico,O,O
7,em,O,O
7,fibras,I-Food,B-Food
7,e,O,O
7,que,O,O
7,",",O,O
7,com,O,O
7,moderação,O,O
7,",",O,O
7,pode,O,O
7,ser,O,O
7,consumido,O,O
7,.,O,O
7,Para,O,O
7,uma,O,O
7,orientação,O,O
7,mais,O,O
7,específica,O,O
7,o,O,O
7,ideal,O,O
7,é,O,O
7,que,O,O
7,você,O,O
7,se,O,O
7,consulte,O,O
7,com,O,O
7,um,O,O
7,nutricionista,O,O
7,(,O,O
7,que,O,O
7,estão,O,O
7,disponíveis,O,O
7,gratuitamente,O,O
7,no,O,O
7,SUS,O,O
7,),O,O
7,pois,O,O
7,ele,O,O
7,poderá,O,O
7,montar,O,O
7,uma,O,O
7,dieta,O,O
7,ideal,O,O
7,para,O,O
7,as,O,O
7,suas,O,O
7,necessidades,O,O
7,.,O,O
8,Lidar,O,O
8,com,O,O
8,uma,O,O
8,doença,O,O
8,crônica,O,O
8,pode,O,O
8,ser,O,O
8,muito,O,O
8,difícil,O,O
8,e,O,O
8,doloroso,O,O
8,.,O,O
8,Porém,O,O
8,",",O,O
8,esse,O,O
8,processo,O,O
8,também,O,O
8,pode,O,O
8,ser,O,O
8,visto,O,O
8,como,O,O
8,uma,O,O
8,nova,O,O
8,chance,O,O
8,de,O,O
8,se,O,O
8,tratar,O,O
8,de,O,O
8,uma,O,O
8,forma,O,O
8,mais,O,O
8,carinhosa,O,O
8,e,O,O
8,saudável,O,O
8,!,O,O
8,As,O,O
8,mudanças,O,O
8,de,O,O
8,estilo,O,O
8,de,O,O
8,vida,O,O
8,(,O,O
8,alimentação,B-NonMedicalTreatment,B-NonMedicalTreatment
8,saudável,I-NonMedicalTreatment,I-NonMedicalTreatment
8,",",O,O
8,prática,B-NonMedicalTreatment,B-NonMedicalTreatment
8,de,I-NonMedicalTreatment,I-NonMedicalTreatment
8,exercícios,I-NonMedicalTreatment,I-NonMedicalTreatment
8,físicos,I-NonMedicalTreatment,I-NonMedicalTreatment
8,",",O,O
8,perda,B-Symptom,B-NonMedicalTreatment
8,de,I-Symptom,I-NonMedicalTreatment
8,peso,I-Symptom,I-NonMedicalTreatment
8,.,O,O
8,.,O,O
8,.,O,O
8,),O,O
8,são,O,O
8,uma,O,O
8,parte,O,O
8,fundamental,O,O
8,do,O,O
8,tratamento,O,O
8,de,O,O
8,qualquer,O,O
8,pessoa,O,O
8,com,O,O
8,diabetes,B-Complication,B-Complication
8,.,O,O
8,Para,O,O
8,além,O,O
8,disso,O,O
8,",",O,O
8,porém,O,O
8,",",O,O
8,elas,O,O
8,promovem,O,O
8,uma,O,O
8,mudança,O,O
8,em,O,O
8,toda,O,O
8,a,O,O
8,forma,O,O
8,de,O,O
8,se,O,O
8,relacionar,O,O
8,com,O,O
8,o,O,O
8,corpo,O,O
8,.,O,O
8,Dê,O,O
8,uma,O,O
8,chance,O,O
8,à,O,O
8,saúde,O,O
8,",",O,O
8,é,O,O
8,possível,O,O
8,controlar,O,O
8,o,O,O
8,diabetes,I-Complication,I-Complication
8,!,O,O
8,Além,O,O
8,disso,O,O
8,",",O,O
8,estão,O,O
8,disponíveis,O,O
8,gratuitamente,O,O
8,pelo,O,O
8,SUS,O,O
8,profissionais,O,O
8,como,O,O
8,psicólogos,O,O
8,e,O,O
8,nutricionista,O,O
8,que,O,O
8,também,O,O
8,podem,O,O
8,auxiliar,O,O
8,nesse,O,O
8,processo,O,O
8,!,O,O
9,O,O,O
9,consumo,O,O
9,de,O,O
9,chás,B-Food,B-Food
9,pode,O,O
9,trazer,O,O
9,vários,O,O
9,benefícios,O,O
9,à,O,O
9,saúde,O,O
9,",",O,O
9,uma,O,O
9,vez,O,O
9,que,O,O
9,eles,O,O
9,contêm,O,O
9,substâncias,B-Food,O
9,antioxidantes,I-Food,O
9,",",O,O
9,compostos,B-Food,O
9,bioativos,I-Food,O
9,e,O,O
9,fitoquímicos,B-Food,O
9,.,O,O
9,Seu,O,O
9,consumo,O,O
9,regular,O,O
9,",",O,O
9,aliado,O,O
9,a,O,O
9,práticas,O,O
9,saudáveis,O,O
9,",",O,O
9,como,O,O
9,a,O,O
9,alimentação,B-NonMedicalTreatment,B-NonMedicalTreatment
9,adequada,I-NonMedicalTreatment,I-NonMedicalTreatment
9,e,O,O
9,a,O,O
9,prática,B-NonMedicalTreatment,B-NonMedicalTreatment
9,de,I-NonMedicalTreatment,I-NonMedicalTreatment
9,exercícios,I-NonMedicalTreatment,I-NonMedicalTreatment
9,físicos,I-NonMedicalTreatment,I-NonMedicalTreatment
9,",",O,O
9,contribui,O,O
9,para,O,O
9,a,O,O
9,manutenção,O,O
9,de,O,O
9,uma,O,O
9,vida,O,O
9,saudável,O,O
9,.,O,O
9,_,O,O
9,_,O,O
9,No,O,O
9,entanto,O,O
9,",",O,O
9,apesar,O,O
9,de,O,O
9,haver,O,O
9,relatos,O,O
9,que,O,O
9,indiquem,O,O
9,que,O,O
9,alguns,O,O
9,chás,B-Food,B-Food
9,consigam,O,O
9,abaixar,O,O
9,a,O,O
9,concentração,B-GlucoseValue,B-GlucoseValue
9,de,I-GlucoseValue,I-GlucoseValue
9,açúcar,I-GlucoseValue,I-GlucoseValue
9,no,I-GlucoseValue,I-GlucoseValue
9,sangue,I-GlucoseValue,I-GlucoseValue
9,",",O,O
9,não,O,O
9,existem,O,O
9,estudos,O,O
9,que,O,O
9,comprovem,O,O
9,a,O,O
9,eficácia,O,O
9,dessa,O,O
9,bebida,O,O
9,no,O,O
9,controle,O,O
9,do,O,O
9,diabetes,B-Complication,B-Complication
9,.,O,O
9,Sendo,O,O
9,assim,O,O
9,",",O,O
9,não,O,O
9,se,O,O
9,deve,O,O
9,substituir,O,O
9,a,O,O
9,medicação,O,O
9,prescrita,O,O
9,nem,O,O
9,o,O,O
9,uso,O,O
9,de,O,O
9,insulina,O,B-Insulin
9,pelo,O,O
9,consumo,O,O
9,de,O,O
9,chás,B-Food,B-Food
9,ou,O,O
9,de,O,O
9,qualquer,O,O
9,outro,O,O
9,fitoterápico,O,B-Medication
9,.,O,O
10,O,O,O
10,amendoim,B-Food,B-Food
10,possui,O,O
10,fibras,B-Food,I-Food
10,de,I-Food,O
10,baixo,B-GlucoseValue,O
10,índice,I-GlucoseValue,B-GlucoseValue
10,glicêmico,I-GlucoseValue,I-GlucoseValue
10,(,O,O
10,o,O,O
10,açúcar,O,O
10,presente,O,O
10,nele,O,O
10,é,O,O
10,absorvido,O,O
10,mais,O,O
10,lentamente,O,O
10,),O,O
10,e,O,O
10,isso,O,O
10,é,O,O
10,algo,O,O
10,positivo,O,O
10,para,O,O
10,quem,O,O
10,tem,O,O
10,diabetes,B-Complication,B-Complication
10,.,O,O
10,Mas,O,O
10,também,O,O
10,é,O,O
10,importante,O,O
10,lembrar,O,O
10,que,O,O
10,tudo,O,O
10,em,O,O
10,excesso,O,O
10,faz,O,O
10,mal,O,O
10,e,O,O
10,que,O,O
10,mais,O,O
10,importante,O,O
10,que,O,O
10,comer,O,O
10,ou,O,O
10,deixar,O,O
10,de,O,O
10,comer,O,O
10,certos,O,O
10,alimentos,O,O
10,",",O,O
10,é,O,O
10,ter,O,O
10,uma,O,O
10,dieta,B-NonMedicalTreatment,B-NonMedicalTreatment
10,balanceada,I-NonMedicalTreatment,I-NonMedicalTreatment
10,com,O,O
10,os,O,O
10,nutrientes,B-Food,B-Food
10,e,O,O
10,calorias,I-Food,I-Food
10,adequadas,O,O
10,para,O,O
10,cada,O,O
10,pessoa,O,O
10,.,O,O
10,Por,O,O
10,isso,O,O
10,",",O,O
10,é,O,O
10,ideal,O,O
10,que,O,O
10,se,O,O
10,consulte,O,O
10,com,O,O
10,um,O,O
10,nutricionista,O,O
10,(,O,O
10,que,O,O
10,estão,O,O
10,disponíveis,O,O
10,gratuitamente,O,O
10,no,O,O
10,SUS,O,O
10,),O,O
10,que,O,O
10,poderá,O,O
10,montar,O,O
10,uma,O,O
10,dieta,O,B-NonMedicalTreatment
10,ideal,O,I-NonMedicalTreatment
10,para,O,O
10,as,O,O
10,suas,O,O
10,necessidades,O,O
10,.,O,O
11,É,O,O
11,importante,O,O
11,a,O,O
11,avaliação,O,O
11,médica,O,O
11,sobre,O,O
11,essa,O,O
11,vontade,O,B-Symptom
11,de,O,I-Symptom
11,fazer,O,I-Symptom
11,xixi,O,I-Symptom
11,",",O,O
11,pois,O,O
11,ela,O,O
11,pode,O,O
11,estar,O,O
11,relacionada,O,O
11,com,O,O
11,o,O,O
11,diabetes,B-Complication,B-Complication
11,.,O,O
11,Além,O,O
11,disso,O,O
11,",",O,O
11,a,O,O
11,avaliação,O,O
11,de,O,O
11,um,O,O
11,nutricionista,O,O
11,",",O,O
11,sobre,O,O
11,a,O,O
11,influência,O,O
11,desses,O,O
11,alimentos,O,O
11,no,O,O
11,desconforto,O,O
11,que,O,O
11,você,O,O
11,está,O,O
11,sentindo,O,O
11,também,O,O
11,é,O,O
11,necessária,O,O
11,.,O,O
11,Para,O,O
11,uma,O,O
11,orientação,O,O
11,mais,O,O
11,específica,O,O
11,o,O,O
11,ideal,O,O
11,é,O,O
11,que,O,O
11,você,O,O
11,se,O,O
11,consulte,O,O
11,com,O,O
11,um,O,O
11,médico,O,O
11,e,O,O
11,um,O,O
11,nutricionista,O,O
11,(,O,O
11,que,O,O
11,estão,O,O
11,disponíveis,O,O
11,gratuitamente,O,O
11,no,O,O
11,SUS,O,O
11,),O,O
11,pois,O,O
11,eles,O,O
11,poderão,O,O
11,te,O,O
11,orientar,O,O
11,de,O,O
11,maneira,O,O
11,individualizada,O,O
11,.,O,O
12,Você,O,O
12,pode,O,O
12,tentar,O,O
12,se,O,O
12,adaptar,O,O
12,ao,O,O
12,sabor,O,O
12,original,O,O
12,dos,O,O
12,alimentos,O,O
12,",",O,O
12,para,O,O
12,que,O,O
12,não,O,O
12,haja,O,O
12,a,O,O
12,necessidade,O,O
12,de,O,O
12,adoçar,O,O
12,determinadas,O,O
12,preparações,O,O
12,.,O,O
12,Os,O,O
12,açúcares,B-Food,B-Food
12,(,O,O
12,cristal,I-Food,I-Food
12,",",O,O
12,mascavo,I-Food,I-Food
12,",",O,O
12,demerara,I-Food,I-Food
12,",",O,O
12,coco,I-Food,I-Food
12,.,O,O
12,.,O,O
12,.,O,O
12,),O,O
12,possuem,O,O
12,a,O,O
12,mesma,O,O
12,quantidade,O,O
12,de,O,O
12,carboidratos,I-Food,I-Food
12,.,O,O
12,Por,O,O
12,isso,O,O
12,",",O,O
12,não,O,O
12,é,O,O
12,recomendada,O,O
12,a,O,O
12,troca,O,O
12,entre,O,O
12,os,O,O
12,diferentes,O,O
12,tipos,O,O
12,de,O,O
12,açúcar,I-Food,O
12,",",O,O
12,mas,O,O
12,sim,O,O
12,que,O,O
12,o,O,O
12,seu,O,O
12,consumo,O,O
12,controlado,O,O
12,",",O,O
12,não,O,O
12,adicionado,O,O
12,em,O,O
12,sucos,I-Food,I-Food
12,",",O,O
12,vitaminas,I-Food,I-Food
12,",",O,O
12,chás,I-Food,I-Food
12,e,O,O
12,café,I-Food,I-Food
12,",",O,O
12,além,O,O
12,de,O,O
12,moderar,O,O
12,o,O,O
12,consumo,O,O
12,de,O,O
12,preparações,O,O
12,que,O,O
12,tenham,O,O
12,ele,O,O
12,como,O,O
12,ingrediente,O,O
12,.,O,O
12,Substituir,O,O
12,o,O,O
12,açúcar,I-Food,I-Food
12,por,O,O
12,adoçantes,I-Food,I-Food
12,é,O,O
12,uma,O,O
12,estratégia,O,O
12,benéfica,O,O
12,",",O,O
12,prefira,O,O
12,os,O,O
12,naturais,O,O
12,como,O,O
12,stévia,I-Food,I-Food
12,e,O,O
12,xilitol,I-Food,I-Food
12,.,O,O
12,Para,O,O
12,uma,O,O
12,orientação,O,O
12,mais,O,O
12,específica,O,O
12,o,O,O
12,ideal,O,O
12,é,O,O
12,que,O,O
12,você,O,O
12,se,O,O
12,consulte,O,O
12,com,O,O
12,um,O,O
12,nutricionista,O,O
12,(,O,O
12,que,O,O
12,estão,O,O
12,disponíveis,O,O
12,gratuitamente,O,O
12,no,O,O
12,SUS,O,O
12,),O,O
12,pois,O,O
12,ele,O,O
12,poderá,O,O
12,montar,O,O
12,uma,O,O
12,dieta,O,O
12,ideal,O,O
12,para,O,O
12,as,O,O
12,suas,O,O
12,necessidades,O,O
12,.,O,O
13,Grão,O,B-Food
13,de,O,I-Food
13,bico,O,I-Food
13,é,O,O
13,um,O,O
13,alimento,O,O
13,fonte,O,O
13,de,O,O
13,fibras,I-Food,B-Food
13,e,O,O
13,que,O,O
13,possui,O,O
13,baixo,B-GlucoseValue,O
13,índice,I-GlucoseValue,O
13,glicêmico,I-GlucoseValue,O
13,",",O,O
13,o,O,O
13,que,O,O
13,indica,O,O
13,que,O,O
13,será,O,O
13,absorvido,O,O
13,mais,O,O
13,lentamente,O,O
13,",",O,O
13,e,O,O
13,o,O,O
13,aumento,O,O
13,da,O,O
13,glicose,O,O
13,será,O,O
13,gradual,O,O
13,.,O,O
13,Todo,O,O
13,alimento,O,O
13,fonte,O,O
13,de,O,O
13,carboidratos,O,I-Food
13,aumentará,O,O
13,a,O,O
13,glicose,O,O
13,",",O,O
13,mas,O,O
13,o,O,O
13,importante,O,O
13,é,O,O
13,controlar,O,O
13,esse,O,O
13,aumento,O,O
13,para,O,O
13,evitar,O,O
13,os,O,O
13,picos,O,B-Complication
13,glicêmicos,O,I-Complication
13,.,O,O
13,Quando,O,O
13,ingerido,O,O
13,de,O,O
13,maneira,O,O
13,balanceada,O,O
13,",",O,O
13,grão,B-Food,B-Food
13,de,I-Food,I-Food
13,bico,I-Food,I-Food
13,é,O,O
13,uma,O,O
13,boa,O,O
13,opção,O,O
13,",",O,O
13,mas,O,O
13,ter,O,O
13,uma,O,O
13,dieta,B-NonMedicalTreatment,O
13,equilibrada,I-NonMedicalTreatment,O
13,em,I-NonMedicalTreatment,O
13,nutrientes,I-NonMedicalTreatment,O
13,e,I-NonMedicalTreatment,O
13,calorias,I-NonMedicalTreatment,O
13,é,O,O
13,essencial,O,O
13,para,O,O
13,o,O,O
13,controle,O,O
13,do,O,O
13,diabetes,B-Complication,O
13,.,O,O
13,Procure,O,O
13,um,O,O
13,nutricionista,O,O
13,(,O,O
13,disponível,O,O
13,gratuitamente,O,O
13,no,O,O
13,SUS,O,O
13,),O,O
13,para,O,O
13,montar,O,O
13,um,O,O
13,plano,O,O
13,alimentar,O,O
13,que,O,O
13,seja,O,O
13,ideal,O,O
13,para,O,O
13,você,O,O
13,e,O,O
13,suas,O,O
13,necessidades,O,O
13,.,O,O
14,A,O,O
14,pessoa,O,O
14,com,O,O
14,diabetes,B-Complication,B-Complication
14,tem,O,O
14,ficar,O,O
14,constantemente,O,O
14,se,O,O
14,esforçando,O,O
14,para,O,O
14,manter,O,O
14,a,O,O
14,glicemia,B-GlucoseValue,B-GlucoseValue
14,dentro,O,O
14,dos,O,O
14,níveis,O,O
14,adequados,O,O
14,.,O,O
14,Não,O,O
14,é,O,O
14,uma,O,O
14,tarefa,O,O
14,fácil,O,O
14,",",O,O
14,e,O,O
14,muitas,O,O
14,vezes,O,O
14,demora-se,O,O
14,para,O,O
14,conseguir,O,O
14,obter,O,O
14,os,O,O
14,resultados,O,O
14,desejados,O,O
14,.,O,O
14,Saber,O,O
14,quais,O,O
14,são,O,O
14,os,O,O
14,fatores,O,O
14,que,O,O
14,podem,O,O
14,fazer,O,O
14,com,O,O
14,que,O,O
14,a,O,O
14,glicose,B-GlucoseValue,B-GlucoseValue
14,no,I-GlucoseValue,I-GlucoseValue
14,sangue,I-GlucoseValue,I-GlucoseValue
14,atinja,O,O
14,valores,O,O
14,muito,O,O
14,altos,O,O
14,(,O,O
14,hiperglicemia,B-Complication,B-Complication
14,),O,O
14,ou,O,O
14,muito,O,O
14,baixos,O,O
14,(,O,O
14,hipoglicemia,B-Complication,I-Complication
14,),O,O
14,ajuda,O,O
14,muito,O,O
14,na,O,O
14,tarefa,O,O
14,de,O,O
14,manter,O,O
14,a,O,O
14,glicemia,B-GlucoseValue,B-GlucoseValue
14,sob,O,O
14,controle,O,O
14,.,O,O
15,Em,O,O
15,algumas,O,O
15,pessoas,O,O
15,",",O,O
15,a,O,O
15,quantidade,B-GlucoseValue,B-GlucoseValue
15,de,I-GlucoseValue,I-GlucoseValue
15,açúcar,I-GlucoseValue,I-GlucoseValue
15,no,I-GlucoseValue,I-GlucoseValue
